,symbol,ranking by market cap,name,market cap,price,circulating supply,volume,% 1h,% 24h,% 1wk,file_name
7998172,BTC,1,Bitcoin,"$68,243,922,517 ",$4130.26,"16,522,912","$2,244,710,000",-0.56%,0.61%,-5.07%,r_20170824-045505
7999239,BTC,1,Bitcoin,"$79,033,841,660 ",$4779.22,"16,536,975","$2,109,760,000",-0.03%,2.90%,9.28%,r_20170901-114505
8000302,BTC,1,Bitcoin,"$64,189,281,992 ",$3889.57,"16,502,925","$2,273,860,000",0.65%,10.55%,20.60%,r_20170812-183505
8001343,BTC,1,Bitcoin,"$71,590,763,329 ",$4336.83,"16,507,625","$2,896,230,000",0.43%,5.04%,26.18%,r_20170815-085005
8002388,BTC,1,Bitcoin,"$64,717,197,938 ",$3917.50,"16,520,025","$3,601,470,000",-0.65%,-4.07%,-6.17%,r_20170822-111005
8003459,BTC,1,Bitcoin,"$73,934,213,376 ",$4468.08,"16,547,200","$2,497,720,000",0.13%,9.67%,-2.65%,r_20170906-040505
8004528,BTC,1,Bitcoin,"$67,441,970,137 ",$4082.83,"16,518,437","$1,981,100,000",0.17%,-1.11%,-0.08%,r_20170821-051505
8005594,BTC,1,Bitcoin,"$78,139,412,992 ",$4724.63,"16,538,737","$2,800,450,000",-2.58%,0.40%,8.91%,r_20170902-053005
8006651,BTC,1,Bitcoin,"$53,502,829,916 ",$3244.09,"16,492,400","$1,127,840,000",-0.84%,0.16%,18.44%,r_20170806-214005
8007685,BTC,1,Bitcoin,"$70,701,249,995 ",$4283.13,"16,506,912","$2,438,310,000",0.44%,4.73%,27.03%,r_20170814-233005
8008722,BTC,1,Bitcoin,"$69,484,457,546 ",$4205.68,"16,521,575","$2,383,890,000",-0.89%,6.56%,0.36%,r_20170823-132005
8009776,BTC,1,Bitcoin,"$72,217,145,700 ",$4374.00,"16,510,550","$2,187,440,000",-0.21%,4.61%,30.75%,r_20170817-012005
8010821,BTC,1,Bitcoin,"$66,457,390,659 ",$4026.47,"16,505,125","$3,086,330,000",0.23%,4.98%,24.19%,r_20170813-212505
8011856,BTC,1,Bitcoin,"$54,672,921,192 ",$3313.99,"16,497,612","$1,678,100,000",0.04%,-3.23%,22.30%,r_20170809-131506
8012900,BTC,1,Bitcoin,"$71,705,849,119 ",$4339.10,"16,525,512","$1,579,720,000",0.13%,-0.03%,5.82%,r_20170826-073506
8013964,BTC,1,Bitcoin,"$75,281,205,275 ",$4553.16,"16,533,837","$1,953,710,000",0.03%,-0.89%,9.40%,r_20170830-222506
8015031,BTC,1,Bitcoin,"$67,107,629,237 ",$4062.11,"16,520,387","$3,805,190,000",-1.26%,0.72%,-1.80%,r_20170822-210505
8016095,BTC,1,Bitcoin,"$77,655,959,085 ",$4695.37,"16,538,837","$2,992,240,000",0.09%,-0.15%,8.38%,r_20170902-065005
8017172,BTC,1,Bitcoin,"$70,623,760,776 ",$4272.77,"16,528,800","$1,540,990,000",-1.37%,-2.08%,4.72%,r_20170828-042505
8018237,BTC,1,Bitcoin,"$68,174,770,552 ",$4127.33,"16,517,887","$2,239,320,000",-0.44%,-0.18%,1.79%,r_20170820-211505
8019287,BTC,1,Bitcoin,"$67,258,486,250 ",$4075.00,"16,505,150","$3,126,090,000",1.29%,6.39%,25.71%,r_20170813-214504
8020318,BTC,1,Bitcoin,"$52,076,832,143 ",$3158.10,"16,489,925","$1,635,580,000",-0.21%,10.66%,15.71%,r_20170805-133006
8021337,BTC,1,Bitcoin,"$51,251,311,989 ",$3108.21,"16,489,012","$1,365,950,000",4.32%,12.47%,12.04%,r_20170805-041005
8022364,BTC,1,Bitcoin,"$64,483,903,022 ",$3906.18,"16,508,175","$2,938,350,000",-3.39%,-8.60%,14.30%,r_20170815-144505
8023419,BTC,1,Bitcoin,"$78,033,999,963 ",$4719.13,"16,535,675","$1,931,120,000",0.06%,3.67%,10.64%,r_20170831-195006
8024490,BTC,1,Bitcoin,"$71,540,042,499 ",$4329.43,"16,524,125","$2,038,560,000",-0.60%,4.08%,0.24%,r_20170825-033505
8025547,BTC,1,Bitcoin,"$66,428,154,178 ",$4022.07,"16,515,912","$3,420,390,000",-0.27%,-5.12%,5.04%,r_20170819-170005
8026598,BTC,1,Bitcoin,"$69,883,488,801 ",$4233.66,"16,506,637","$2,476,000,000",-1.34%,5.30%,26.20%,r_20170814-200505
8027645,BTC,1,Bitcoin,"$70,162,925,621 ",$4244.87,"16,528,875","$1,590,830,000",-1.84%,-2.60%,4.09%,r_20170828-045506
8028716,BTC,1,Bitcoin,"$72,264,813,687 ",$4372.61,"16,526,700","$1,482,130,000",-0.14%,1.25%,5.58%,r_20170827-034505
8029764,BTC,1,Bitcoin,"$55,914,374,637 ",$3389.32,"16,497,225","$1,696,000,000",0.04%,-1.58%,24.92%,r_20170809-072505
8030810,BTC,1,Bitcoin,"$71,935,076,063 ",$4352.25,"16,528,250","$1,513,490,000",-1.05%,0.17%,5.74%,r_20170827-215505
8031878,BTC,1,Bitcoin,"$68,301,578,304 ",$4135.01,"16,517,875","$2,247,600,000",-0.39%,0.16%,2.07%,r_20170820-204005
8032928,BTC,1,Bitcoin,"$67,480,129,049 ",$4088.37,"16,505,387","$3,108,850,000",0.47%,3.66%,26.40%,r_20170814-005004
8033981,BTC,1,Bitcoin,"$69,525,125,930 ",$4202.12,"16,545,250","$3,176,230,000",0.65%,-3.51%,-4.96%,r_20170905-101505
8035050,BTC,1,Bitcoin,"$71,566,088,602 ",$4333.98,"16,512,787","$2,562,230,000",-0.40%,-0.69%,27.05%,r_20170818-005506
8036110,BTC,1,Bitcoin,"$77,913,163,070 ",$4710.95,"16,538,737","$2,826,990,000",-2.91%,0.13%,8.60%,r_20170902-053505
8037178,BTC,1,Bitcoin,"$71,426,842,664 ",$4325.96,"16,511,212","$2,082,550,000",-0.06%,5.98%,28.44%,r_20170817-072505
8038237,BTC,1,Bitcoin,"$76,322,634,593 ",$4614.63,"16,539,275","$2,950,990,000",-1.64%,-3.99%,6.92%,r_20170902-125005
8039316,BTC,1,Bitcoin,"$71,955,098,127 ",$4353.05,"16,529,812","$1,921,680,000",0.05%,-0.48%,8.59%,r_20170828-203006
8040373,BTC,1,Bitcoin,"$56,203,911,040 ",$3406.45,"16,499,262","$1,323,760,000",0.63%,3.29%,23.91%,r_20170810-132505
8041412,BTC,1,Bitcoin,"$68,622,960,740 ",$4156.59,"16,509,437","$2,669,810,000",-0.49%,-0.38%,24.47%,r_20170816-103005
8042459,BTC,1,Bitcoin,"$64,687,388,441 ",$3915.66,"16,520,175","$3,509,760,000",-0.60%,-3.11%,-4.56%,r_20170822-150505
8043509,BTC,1,Bitcoin,"$71,617,260,945 ",$4337.22,"16,512,250","$2,492,880,000",1.93%,0.52%,27.32%,r_20170817-200505
8044571,BTC,1,Bitcoin,"$71,000,833,901 ",$4291.16,"16,545,837","$2,973,280,000",0.06%,1.01%,-4.74%,r_20170905-153005
8045643,BTC,1,Bitcoin,"$67,258,560,663 ",$4072.38,"16,515,787","$3,368,610,000",-0.45%,-4.57%,6.61%,r_20170819-152010
8046685,BTC,1,Bitcoin,"$55,492,457,252 ",$3364.39,"16,494,062","$1,335,750,000",0.18%,3.12%,19.21%,r_20170807-171506
8047717,BTC,1,Bitcoin,"$63,238,431,631 ",$3828.03,"16,519,837","$3,385,610,000",2.10%,-5.39%,-11.20%,r_20170822-063505
8048769,BTC,1,Bitcoin,"$64,945,949,861 ",$3935.06,"16,504,437","$2,955,490,000",-2.35%,4.56%,22.33%,r_20170813-124505
8049797,BTC,1,Bitcoin,"$53,551,767,561 ",$3247.05,"16,492,437","$1,126,590,000",-0.75%,0.29%,18.55%,r_20170806-215005
8050840,BTC,1,Bitcoin,"$69,962,449,095 ",$4228.52,"16,545,375","$3,160,690,000",0.82%,-2.79%,-4.60%,r_20170905-110505
8051900,BTC,1,Bitcoin,"$47,530,342,696 ",$2882.73,"16,487,962","$1,043,360,000",-0.06%,4.55%,3.19%,r_20170804-163005
8052914,BTC,1,Bitcoin,"$53,669,317,371 ",$3254.17,"16,492,475","$1,125,550,000",-0.03%,0.59%,18.83%,r_20170806-221506
8053946,BTC,1,Bitcoin,"$67,710,024,454 ",$4102.69,"16,503,812","$2,817,520,000",1.10%,12.00%,27.28%,r_20170813-034505
8054983,BTC,1,Bitcoin,"$71,625,870,868 ",$4334.68,"16,523,912","$2,037,750,000",-0.35%,4.43%,0.45%,r_20170825-000505
8056034,BTC,1,Bitcoin,"$55,753,571,073 ",$3379.67,"16,496,750","$1,748,750,000",-0.71%,-0.42%,24.42%,r_20170809-023505
8057067,BTC,1,Bitcoin,"$71,293,634,736 ",$4317.67,"16,512,062","$2,342,910,000",-0.36%,0.44%,26.85%,r_20170817-180005
8058104,BTC,1,Bitcoin,"$47,141,863,364 ",$2859.29,"16,487,262","$942,921,000",0.78%,4.09%,3.69%,r_20170804-100006
8059145,BTC,1,Bitcoin,"$69,806,922,570 ",$4219.12,"16,545,375","$3,137,490,000",0.04%,-2.93%,-4.91%,r_20170905-113005
8060228,BTC,1,Bitcoin,"$77,832,184,284 ",$4707.00,"16,535,412","$1,890,960,000",0.54%,3.28%,11.40%,r_20170831-170505
8061306,BTC,1,Bitcoin,"$76,463,579,993 ",$4625.12,"16,532,237","$2,526,470,000",0.68%,5.20%,12.19%,r_20170830-044005
8062363,BTC,1,Bitcoin,"$54,149,970,552 ",$3283.62,"16,490,937","$1,939,320,000",1.42%,13.71%,20.82%,r_20170806-003005
8063387,BTC,1,Bitcoin,"$58,077,755,373 ",$3519.56,"16,501,425","$1,941,930,000",0.30%,3.26%,22.81%,r_20170811-183505
8064429,BTC,1,Bitcoin,"$67,298,741,567 ",$4074.19,"16,518,312","$1,976,240,000",-0.18%,-1.16%,0.12%,r_20170821-032005
8065484,BTC,1,Bitcoin,"$64,271,816,544 ",$3890.64,"16,519,600","$2,909,700,000",-2.67%,-5.01%,-10.32%,r_20170822-011505
8066536,BTC,1,Bitcoin,"$68,185,387,720 ",$4130.32,"16,508,500","$3,168,570,000",0.10%,-3.35%,21.22%,r_20170815-190505
8067595,BTC,1,Bitcoin,"$70,033,503,387 ",$4233.24,"16,543,712","$2,586,660,000",0.03%,-5.50%,-2.33%,r_20170904-161005
8068663,BTC,1,Bitcoin,"$67,079,806,840 ",$4060.77,"16,518,987","$2,632,680,000",0.52%,-1.14%,-4.46%,r_20170821-154505
8069726,BTC,1,Bitcoin,"$70,350,509,180 ",$4256.19,"16,528,987","$1,634,030,000",0.58%,-2.32%,4.56%,r_20170828-070505
8070787,BTC,1,Bitcoin,"$67,766,100,082 ",$4105.73,"16,505,250","$3,182,280,000",1.11%,6.89%,26.69%,r_20170813-224505
8071825,BTC,1,Bitcoin,"$64,085,651,455 ",$3883.17,"16,503,437","$2,221,910,000",0.95%,6.63%,19.73%,r_20170813-000005
8072860,BTC,1,Bitcoin,"$54,244,232,753 ",$3288.04,"16,497,437","$1,638,390,000",-2.73%,-4.66%,21.30%,r_20170809-104505
8073908,BTC,1,Bitcoin,"$71,134,610,036 ",$4303.68,"16,528,787","$1,524,700,000",-0.70%,-1.41%,5.45%,r_20170828-041505
8074965,BTC,1,Bitcoin,"$54,168,750,134 ",$3283.38,"16,497,862","$1,552,460,000",0.02%,-3.06%,21.12%,r_20170809-163505
8076010,BTC,1,Bitcoin,"$72,322,113,182 ",$4375.69,"16,528,162","$1,495,090,000",0.74%,0.74%,6.22%,r_20170827-204006
8077073,BTC,1,Bitcoin,"$68,176,828,889 ",$4127.72,"16,516,825","$2,863,670,000",0.37%,-0.19%,1.95%,r_20170820-044505
8078124,BTC,1,Bitcoin,"$67,406,168,377 ",$4080.61,"16,518,650","$2,325,030,000",0.70%,-1.77%,-1.35%,r_20170821-091505
8079178,BTC,1,Bitcoin,"$70,587,825,245 ",$4276.44,"16,506,212","$2,459,800,000",1.49%,8.07%,28.54%,r_20170814-135505
8080239,BTC,1,Bitcoin,"$73,921,618,424 ",$4469.24,"16,540,087","$2,693,410,000",-0.67%,-7.94%,3.01%,r_20170902-220506
8081298,BTC,1,Bitcoin,"$52,525,697,149 ",$3185.41,"16,489,462","$1,634,600,000",1.76%,12.17%,16.46%,r_20170805-092005
8082334,BTC,1,Bitcoin,"$75,958,444,946 ",$4594.76,"16,531,537","$2,456,450,000",0.23%,5.39%,13.15%,r_20170829-210505
8083388,BTC,1,Bitcoin,"$52,815,692,251 ",$3202.63,"16,491,350","$1,466,430,000",0.02%,2.17%,19.23%,r_20170806-072505
8084431,BTC,1,Bitcoin,"$72,374,786,059 ",$4374.88,"16,543,262","$2,337,180,000",0.38%,-4.26%,1.78%,r_20170904-111005
8085514,BTC,1,Bitcoin,"$77,594,085,447 ",$4692.70,"16,535,062","$1,820,900,000",0.05%,3.26%,11.38%,r_20170831-150005
8086591,BTC,1,Bitcoin,"$70,620,151,331 ",$4268.12,"16,545,962","$2,868,060,000",0.58%,1.72%,-5.78%,r_20170905-165005
8087673,BTC,1,Bitcoin,"$80,532,249,096 ",$4869.48,"16,538,162","$2,573,420,000",0.30%,3.34%,11.73%,r_20170901-235005
8088734,BTC,1,Bitcoin,"$50,900,532,572 ",$3086.92,"16,489,100","$1,390,040,000",1.19%,11.54%,11.37%,r_20170805-042505
8089753,BTC,1,Bitcoin,"$55,628,712,483 ",$3372.73,"16,493,675","$1,293,100,000",0.54%,5.18%,20.94%,r_20170807-132005
8090786,BTC,1,Bitcoin,"$71,949,661,281 ",$4358.72,"16,507,062","$2,490,980,000",0.21%,6.76%,28.68%,r_20170815-013005
8091822,BTC,1,Bitcoin,"$55,640,273,374 ",$3372.12,"16,500,087","$1,532,880,000",-0.53%,0.70%,21.57%,r_20170811-010505
8092875,BTC,1,Bitcoin,"$75,873,883,691 ",$4586.69,"16,542,187","$1,945,800,000",0.21%,0.59%,5.54%,r_20170903-235005
8093944,BTC,1,Bitcoin,"$67,647,201,388 ",$4095.18,"16,518,737","$2,454,980,000",0.08%,-0.86%,-1.78%,r_20170821-105005
8094990,BTC,1,Bitcoin,"$55,661,361,061 ",$3374.17,"16,496,312","$1,691,250,000",-0.55%,1.05%,23.91%,r_20170808-190005
8096024,BTC,1,Bitcoin,"$68,317,647,255 ",$4138.20,"16,509,025","$3,062,070,000",-0.69%,-6.17%,21.60%,r_20170816-024505
8097070,BTC,1,Bitcoin,"$69,167,079,027 ",$4186.09,"16,523,075","$2,245,860,000",0.51%,1.27%,-4.29%,r_20170824-080006
8098121,BTC,1,Bitcoin,"$68,898,626,302 ",$4170.07,"16,522,175","$2,271,040,000",-0.69%,2.47%,-2.64%,r_20170823-185005
8099183,BTC,1,Bitcoin,"$71,946,972,950 ",$4353.49,"16,526,275","$1,548,730,000",0.15%,0.06%,5.70%,r_20170826-213506
8100235,BTC,1,Bitcoin,"$71,740,025,316 ",$4345.27,"16,509,912","$2,325,610,000",2.70%,6.98%,31.16%,r_20170816-162505
8101283,BTC,1,Bitcoin,"$67,092,235,336 ",$4062.42,"16,515,337","$2,884,160,000",0.13%,-5.79%,8.49%,r_20170819-085506
8102323,BTC,1,Bitcoin,"$55,342,460,056 ",$3354.33,"16,498,812","$1,321,190,000",0.40%,-0.90%,22.70%,r_20170810-060505
8103375,BTC,1,Bitcoin,"$70,680,790,622 ",$4271.93,"16,545,400","$3,165,710,000",1.38%,-1.51%,-3.86%,r_20170905-120005
8104439,BTC,1,Bitcoin,"$55,388,064,639 ",$3358.01,"16,494,312","$1,431,940,000",0.66%,2.97%,18.34%,r_20170807-202505
8105476,BTC,1,Bitcoin,"$72,330,428,533 ",$4377.12,"16,524,662","$1,950,830,000",0.44%,3.74%,2.80%,r_20170825-150005
8106529,BTC,1,Bitcoin,"$69,988,950,103 ",$4236.10,"16,522,025","$2,407,480,000",0.33%,6.54%,-0.28%,r_20170823-171005
8107594,BTC,1,Bitcoin,"$75,291,328,698 ",$4553.91,"16,533,337","$2,092,430,000",0.44%,-0.04%,8.73%,r_20170830-163006
8108652,BTC,1,Bitcoin,"$56,318,061,210 ",$3413.94,"16,496,500","$1,756,440,000",-0.59%,1.85%,25.44%,r_20170808-220505
8109685,BTC,1,Bitcoin,"$69,011,875,712 ",$4176.64,"16,523,300","$2,067,170,000",0.08%,-0.74%,-4.90%,r_20170824-134005
8110737,BTC,1,Bitcoin,"$53,674,636,554 ",$3254.31,"16,493,400","$1,064,710,000",0.06%,2.03%,17.58%,r_20170807-095505
8111768,BTC,1,Bitcoin,"$67,448,727,840 ",$4083.27,"16,518,312","$1,973,270,000",0.01%,-0.92%,0.36%,r_20170821-031505
8112815,BTC,1,Bitcoin,"$55,418,767,710 ",$3359.10,"16,498,100","$1,484,600,000",0.60%,-1.92%,23.92%,r_20170809-212005
8113859,BTC,1,Bitcoin,"$72,448,950,672 ",$4382.87,"16,530,025","$1,967,350,000",-0.31%,0.30%,10.85%,r_20170828-233005
8114928,BTC,1,Bitcoin,"$68,924,101,713 ",$4171.47,"16,522,737","$2,376,350,000",0.34%,1.50%,-3.69%,r_20170824-013505
8115998,BTC,1,Bitcoin,"$72,982,912,415 ",$4410.56,"16,547,312","$2,415,390,000",-1.37%,8.49%,-3.75%,r_20170906-050505
8117061,BTC,1,Bitcoin,"$53,486,787,872 ",$3242.96,"16,493,200","$1,037,620,000",-0.04%,1.67%,17.76%,r_20170807-072505
8118094,BTC,1,Bitcoin,"$68,686,759,046 ",$4158.54,"16,517,037","$2,655,770,000",0.62%,2.36%,2.30%,r_20170820-083505
8119135,BTC,1,Bitcoin,"$51,034,568,994 ",$3095.07,"16,488,987","$1,262,920,000",5.43%,12.06%,11.41%,r_20170805-033505
8120169,BTC,1,Bitcoin,"$71,088,844,921 ",$4301.63,"16,526,025","$1,604,760,000",0.21%,-2.78%,5.24%,r_20170826-161505
8121225,BTC,1,Bitcoin,"$63,428,382,978 ",$3839.54,"16,519,787","$3,150,300,000",-1.26%,-5.85%,-11.58%,r_20170822-041505
8122280,BTC,1,Bitcoin,"$65,443,002,615 ",$3961.39,"16,520,212","$3,554,350,000",0.84%,-1.86%,-3.38%,r_20170822-165505
8123324,BTC,1,Bitcoin,"$56,370,355,115 ",$3417.11,"16,496,500","$1,759,430,000",-0.25%,1.86%,25.55%,r_20170808-221505
8124359,BTC,1,Bitcoin,"$71,805,043,788 ",$4348.25,"16,513,550","$2,676,400,000",0.49%,-2.33%,24.61%,r_20170818-111005
8125406,BTC,1,Bitcoin,"$71,452,930,378 ",$4327.54,"16,511,212","$2,072,780,000",-0.11%,5.82%,28.47%,r_20170817-073505
8126454,BTC,1,Bitcoin,"$67,047,331,380 ",$4058.85,"16,518,800","$2,482,220,000",-0.67%,-1.38%,-3.51%,r_20170821-123505
8127509,BTC,1,Bitcoin,"$65,913,151,134 ",$3989.87,"16,520,125","$3,658,990,000",1.61%,-1.68%,-3.66%,r_20170822-125506
8128562,BTC,1,Bitcoin,"$61,462,294,063 ",$3724.46,"16,502,337","$2,152,410,000",-1.24%,6.86%,18.19%,r_20170812-091506
8129581,BTC,1,Bitcoin,"$46,133,218,927 ",$2798.17,"16,486,925","$877,170,000",0.74%,2.31%,2.39%,r_20170804-063005
8130624,BTC,1,Bitcoin,"$78,250,512,719 ",$4732.07,"16,536,212","$1,956,430,000",-0.24%,2.98%,9.34%,r_20170901-023005
8131702,BTC,1,Bitcoin,"$70,993,544,686 ",$4295.10,"16,528,962","$1,634,260,000",1.07%,-1.40%,5.46%,r_20170828-063005
8132763,BTC,1,Bitcoin,"$67,400,661,627 ",$4083.71,"16,504,762","$3,198,000,000",1.04%,5.38%,26.04%,r_20170813-165505
8133815,BTC,1,Bitcoin,"$71,511,251,434 ",$4321.94,"16,546,100","$2,823,160,000",0.88%,3.28%,-5.09%,r_20170905-181505
8134893,BTC,1,Bitcoin,"$72,467,943,380 ",$4384.45,"16,528,400","$1,505,170,000",0.13%,0.96%,6.74%,r_20170828-001005
8135951,BTC,1,Bitcoin,"$55,570,398,631 ",$3368.98,"16,494,725","$1,445,230,000",0.37%,5.05%,17.18%,r_20170808-015006
8136979,BTC,1,Bitcoin,"$72,336,057,872 ",$4381.00,"16,511,312","$2,106,550,000",1.28%,5.87%,29.91%,r_20170817-083505
8138033,BTC,1,Bitcoin,"$71,788,287,461 ",$4344.21,"16,525,050","$1,886,100,000",0.21%,2.20%,4.26%,r_20170825-212005
8139094,BTC,1,Bitcoin,"$70,985,524,480 ",$4295.43,"16,525,825","$1,609,210,000",-0.04%,-1.58%,5.39%,r_20170826-134505
8140148,BTC,1,Bitcoin,"$66,919,572,666 ",$4051.07,"16,518,987","$2,629,960,000",0.30%,-1.39%,-4.71%,r_20170821-155005
8141193,BTC,1,Bitcoin,"$52,829,069,504 ",$3203.65,"16,490,275","$1,689,090,000",0.86%,11.40%,17.74%,r_20170805-164504
8142224,BTC,1,Bitcoin,"$68,396,238,652 ",$4140.91,"16,517,200","$2,594,770,000",-0.58%,1.89%,2.10%,r_20170820-100505
8143279,BTC,1,Bitcoin,"$71,671,248,732 ",$4336.98,"16,525,612","$1,563,650,000",-0.44%,-0.73%,6.15%,r_20170826-092505
8144333,BTC,1,Bitcoin,"$68,734,959,800 ",$4164.20,"16,506,162","$2,530,270,000",-0.81%,4.26%,25.68%,r_20170814-121005
8145387,BTC,1,Bitcoin,"$75,139,393,865 ",$4544.60,"16,533,775","$1,964,420,000",-0.15%,-1.11%,9.14%,r_20170830-220505
8146452,BTC,1,Bitcoin,"$70,760,014,038 ",$4285.34,"16,512,112","$2,383,260,000",-0.96%,-0.25%,25.90%,r_20170817-183505
8147494,BTC,1,Bitcoin,"$52,886,653,234 ",$3206.86,"16,491,725","$1,279,900,000",0.54%,1.37%,19.10%,r_20170806-125005
8148524,BTC,1,Bitcoin,"$68,902,150,618 ",$4171.77,"16,516,287","$3,154,960,000",1.60%,1.97%,6.70%,r_20170819-214505
8149580,BTC,1,Bitcoin,"$67,659,561,450 ",$4096.08,"16,518,125","$2,070,440,000",-0.95%,-1.32%,1.09%,r_20170821-002006
8150622,BTC,1,Bitcoin,"$47,776,502,911 ",$2897.53,"16,488,700","$982,694,000",0.49%,4.08%,4.07%,r_20170805-003505
8151649,BTC,1,Bitcoin,"$67,390,327,601 ",$4082.79,"16,505,950","$2,522,620,000",-0.01%,-1.83%,24.85%,r_20170814-081511
8152685,BTC,1,Bitcoin,"$56,058,916,735 ",$3397.59,"16,499,612","$1,388,650,000",-0.22%,2.36%,23.11%,r_20170810-183005
8153723,BTC,1,Bitcoin,"$63,673,794,247 ",$3858.22,"16,503,412","$2,215,740,000",0.65%,6.09%,18.87%,r_20170812-234005
8154763,BTC,1,Bitcoin,"$66,511,014,986 ",$4026.45,"16,518,525","$2,172,940,000",-0.37%,-2.71%,-1.84%,r_20170821-070505
8155819,BTC,1,Bitcoin,"$64,002,360,022 ",$3874.32,"16,519,637","$2,950,900,000",-2.36%,-5.26%,-10.72%,r_20170822-014505
8156868,BTC,1,Bitcoin,"$62,530,606,485 ",$3789.22,"16,502,237","$2,143,770,000",0.44%,9.20%,21.24%,r_20170812-080005
8157900,BTC,1,Bitcoin,"$54,522,175,981 ",$3304.85,"16,497,625","$1,633,870,000",0.00%,-3.26%,21.91%,r_20170809-134006
8158948,BTC,1,Bitcoin,"$71,555,005,926 ",$4329.16,"16,528,612","$1,533,380,000",0.16%,-0.80%,5.81%,r_20170828-021005
8160018,BTC,1,Bitcoin,"$75,574,723,495 ",$4571.59,"16,531,387","$2,398,230,000",0.78%,4.98%,13.52%,r_20170829-184005
8161090,BTC,1,Bitcoin,"$71,752,455,928 ",$4341.94,"16,525,437","$1,609,210,000",0.43%,0.31%,5.67%,r_20170826-060505
8162159,BTC,1,Bitcoin,"$70,480,942,628 ",$4260.17,"16,544,162","$2,957,910,000",0.28%,-6.29%,-2.39%,r_20170904-211505
8163224,BTC,1,Bitcoin,"$60,558,819,773 ",$3669.77,"16,502,075","$1,982,640,000",0.85%,7.29%,21.30%,r_20170812-035005
8164267,BTC,1,Bitcoin,"$72,033,705,828 ",$4359.18,"16,524,600","$2,003,300,000",0.08%,4.03%,1.82%,r_20170825-133005
8165316,BTC,1,Bitcoin,"$55,993,693,170 ",$3393.66,"16,499,500","$1,378,390,000",-0.86%,2.65%,23.07%,r_20170810-172006
8166359,BTC,1,Bitcoin,"$70,135,380,082 ",$4248.92,"16,506,637","$2,477,560,000",-0.67%,5.63%,26.66%,r_20170814-202005
8167400,BTC,1,Bitcoin,"$67,000,601,911 ",$4056.85,"16,515,425","$2,937,690,000",-0.65%,-6.39%,7.55%,r_20170819-104505
8168459,BTC,1,Bitcoin,"$70,990,144,011 ",$4290.53,"16,545,775","$3,071,620,000",-0.22%,0.33%,-4.40%,r_20170905-144005
8169531,BTC,1,Bitcoin,"$67,765,964,897 ",$4104.78,"16,509,037","$3,019,190,000",-1.83%,-7.07%,20.68%,r_20170816-031005
8170574,BTC,1,Bitcoin,"$67,919,619,345 ",$4111.27,"16,520,350","$3,800,750,000",0.02%,2.04%,-0.15%,r_20170822-195005
8171640,BTC,1,Bitcoin,"$75,189,743,351 ",$4543.87,"16,547,512","$2,397,610,000",1.19%,8.72%,-0.53%,r_20170906-082005
8172721,BTC,1,Bitcoin,"$75,276,023,270 ",$4553.06,"16,533,062","$2,617,740,000",0.81%,2.04%,8.46%,r_20170830-131506
8173784,BTC,1,Bitcoin,"$57,124,906,230 ",$3463.06,"16,495,500","$1,712,450,000",-0.34%,6.31%,23.20%,r_20170808-093505
8174811,BTC,1,Bitcoin,"$68,935,635,974 ",$4172.31,"16,522,175","$2,263,390,000",-0.53%,2.52%,-2.63%,r_20170823-185506
8175867,BTC,1,Bitcoin,"$68,823,179,088 ",$4167.55,"16,514,062","$2,517,770,000",-0.70%,-2.90%,17.09%,r_20170818-191505
8176928,BTC,1,Bitcoin,"$74,893,948,575 ",$4527.40,"16,542,375","$1,855,250,000",-0.36%,-1.98%,4.72%,r_20170904-022005
8178009,BTC,1,Bitcoin,"$77,653,683,319 ",$4695.25,"16,538,775","$2,855,680,000",-3.18%,-0.14%,8.27%,r_20170902-055505
8179091,BTC,1,Bitcoin,"$75,109,916,985 ",$4540.61,"16,541,812","$1,968,870,000",0.79%,0.02%,3.98%,r_20170903-195505
8180169,BTC,1,Bitcoin,"$72,368,930,765 ",$4378.92,"16,526,662","$1,493,770,000",0.03%,1.31%,5.71%,r_20170827-030505
8181228,BTC,1,Bitcoin,"$71,632,150,209 ",$4334.65,"16,525,475","$1,585,020,000",-0.07%,-0.03%,5.64%,r_20170826-070005
8182276,BTC,1,Bitcoin,"$55,826,493,488 ",$3383.97,"16,497,337","$1,650,350,000",-0.50%,-2.21%,24.72%,r_20170809-091005
8183318,BTC,1,Bitcoin,"$68,142,766,941 ",$4125.38,"16,517,937","$2,204,400,000",0.01%,-0.62%,1.74%,r_20170820-214505
8184360,BTC,1,Bitcoin,"$54,573,527,865 ",$3308.79,"16,493,500","$1,120,930,000",1.17%,3.52%,19.13%,r_20170807-112505
8185385,BTC,1,Bitcoin,"$55,993,177,901 ",$3393.76,"16,498,862","$1,364,070,000",0.87%,0.05%,23.79%,r_20170810-081005
8186420,BTC,1,Bitcoin,"$53,594,794,611 ",$3248.61,"16,497,762","$1,573,680,000",-1.77%,-4.38%,19.80%,r_20170809-144505
8187456,BTC,1,Bitcoin,"$65,699,057,074 ",$3980.57,"16,504,937","$3,079,460,000",-1.45%,2.82%,22.66%,r_20170813-194005
8188486,BTC,1,Bitcoin,"$52,415,549,468 ",$3178.60,"16,490,137","$1,666,390,000",-0.19%,10.67%,16.68%,r_20170805-153505
8189523,BTC,1,Bitcoin,"$71,929,882,019 ",$4352.40,"16,526,487","$1,511,610,000",0.18%,-0.45%,5.29%,r_20170827-000505
