,symbol,ranking by market cap,name,market cap,price,circulating supply,volume,% 1h,% 24h,% 1wk,file_name
1735514,BTC,1,Bitcoin,"$54,684,137,291 ",$3314.70,"16,497,462","$1,672,100,000",-0.75%,-3.86%,22.32%,r_20170809-112506
1736547,BTC,1,Bitcoin,"$56,912,500,222 ",$3450.22,"16,495,325","$1,669,500,000",0.22%,6.35%,21.94%,r_20170808-081005
1737576,BTC,1,Bitcoin,"$67,309,098,462 ",$4078.36,"16,503,962","$2,791,930,000",0.94%,8.43%,27.06%,r_20170813-065506
1738613,BTC,1,Bitcoin,"$71,100,490,145 ",$4305.65,"16,513,300","$2,734,930,000",-0.93%,-0.59%,24.80%,r_20170818-064505
1739670,BTC,1,Bitcoin,"$76,128,041,480 ",$4604.89,"16,532,000","$2,494,630,000",0.89%,4.91%,12.29%,r_20170830-013505
1740745,BTC,1,Bitcoin,"$75,063,405,005 ",$4540.67,"16,531,350","$2,387,160,000",-0.23%,4.39%,13.09%,r_20170829-175005
1741817,BTC,1,Bitcoin,"$72,088,617,060 ",$4360.88,"16,530,750","$1,793,280,000",-0.20%,1.41%,12.35%,r_20170829-103005
1742878,BTC,1,Bitcoin,"$56,802,231,140 ",$3443.47,"16,495,637","$1,725,460,000",-0.16%,4.75%,23.24%,r_20170808-104506
1743898,BTC,1,Bitcoin,"$51,385,110,911 ",$3116.27,"16,489,300","$1,545,100,000",-0.98%,11.80%,13.11%,r_20170805-060506
1744919,BTC,1,Bitcoin,"$53,349,069,652 ",$3234.61,"16,493,200","$1,038,650,000",-0.30%,1.42%,17.43%,r_20170807-073005
1745962,BTC,1,Bitcoin,"$76,294,330,863 ",$4614.83,"16,532,425","$2,606,410,000",0.37%,5.54%,11.15%,r_20170830-070005
1747041,BTC,1,Bitcoin,"$75,174,423,573 ",$4544.30,"16,542,575","$1,833,520,000",0.28%,-2.35%,5.50%,r_20170904-042505
1748121,BTC,1,Bitcoin,"$79,739,600,031 ",$4821.69,"16,537,687","$2,336,310,000",0.16%,2.40%,9.86%,r_20170901-194005
1749195,BTC,1,Bitcoin,"$72,037,147,197 ",$4359.24,"16,525,162","$1,741,380,000",-0.35%,0.55%,5.17%,r_20170825-234005
1750245,BTC,1,Bitcoin,"$56,053,927,790 ",$3397.89,"16,496,687","$1,726,470,000",-0.68%,0.78%,24.87%,r_20170809-011505
1751291,BTC,1,Bitcoin,"$76,124,778,148 ",$4604.00,"16,534,487","$1,830,870,000",0.13%,0.39%,10.25%,r_20170831-080006
1752372,BTC,1,Bitcoin,"$78,229,711,163 ",$4730.98,"16,535,625","$1,922,530,000",0.54%,3.80%,11.22%,r_20170831-192505
1753438,BTC,1,Bitcoin,"$70,961,137,473 ",$4298.08,"16,509,962","$2,287,970,000",0.02%,4.07%,29.52%,r_20170816-182005
1754486,BTC,1,Bitcoin,"$69,453,197,099 ",$4203.26,"16,523,650","$2,095,290,000",-0.51%,0.39%,-3.55%,r_20170824-182505
1755539,BTC,1,Bitcoin,"$69,467,305,037 ",$4204.61,"16,521,700","$2,407,540,000",0.01%,6.62%,-0.04%,r_20170823-142005
1756596,BTC,1,Bitcoin,"$68,972,583,445 ",$4177.90,"16,508,912","$3,182,960,000",-0.21%,-4.04%,22.65%,r_20170816-010005
1757642,BTC,1,Bitcoin,"$62,243,276,650 ",$3767.79,"16,519,837","$3,349,030,000",1.37%,-7.02%,-12.77%,r_20170822-060505
1758693,BTC,1,Bitcoin,"$68,997,802,934 ",$4176.06,"16,522,225","$2,249,750,000",-0.02%,1.93%,-3.01%,r_20170823-200005
1759745,BTC,1,Bitcoin,"$62,553,734,125 ",$3790.61,"16,502,287","$2,131,750,000",0.34%,9.08%,21.06%,r_20170812-081505
1760779,BTC,1,Bitcoin,"$72,810,101,080 ",$4409.57,"16,511,837","$2,266,110,000",-1.28%,3.59%,29.60%,r_20170817-155505
1761825,BTC,1,Bitcoin,"$58,275,212,265 ",$3531.51,"16,501,500","$1,949,230,000",0.37%,3.75%,23.14%,r_20170811-192505
1762864,BTC,1,Bitcoin,"$72,248,291,732 ",$4375.87,"16,510,612","$2,184,820,000",0.16%,4.84%,30.76%,r_20170817-013505
1763911,BTC,1,Bitcoin,"$71,184,233,449 ",$4310.78,"16,513,075","$2,696,670,000",-0.14%,0.08%,25.41%,r_20170818-045006
1764972,BTC,1,Bitcoin,"$71,723,761,188 ",$4334.80,"16,546,037","$2,878,440,000",1.68%,3.61%,-4.64%,r_20170905-174505
1766043,BTC,1,Bitcoin,"$69,018,978,198 ",$4180.59,"16,509,387","$2,874,890,000",1.68%,-1.28%,24.90%,r_20170816-093505
1767086,BTC,1,Bitcoin,"$69,308,548,930 ",$4198.95,"16,506,162","$20,388,400,000",0.83%,5.81%,26.51%,r_20170814-125505
1768123,BTC,1,Bitcoin,"$55,741,267,805 ",$3378.42,"16,499,212","$1,298,860,000",-0.45%,2.18%,22.86%,r_20170810-123506
1769162,BTC,1,Bitcoin,"$67,543,312,430 ",$4088.90,"16,518,700","$2,420,910,000",0.17%,-1.23%,-1.69%,r_20170821-102005
1770208,BTC,1,Bitcoin,"$52,723,811,626 ",$3196.78,"16,492,787","$1,069,020,000",-0.21%,-1.72%,16.68%,r_20170807-021005
1771220,BTC,1,Bitcoin,"$45,624,815,164 ",$2767.35,"16,486,825","$860,425,000",0.17%,1.26%,1.87%,r_20170804-050005
1772250,BTC,1,Bitcoin,"$73,279,467,965 ",$4438.07,"16,511,562","$2,304,970,000",-0.81%,7.69%,30.64%,r_20170817-124005
1773312,BTC,1,Bitcoin,"$75,866,734,445 ",$4586.58,"16,541,025","$2,092,230,000",0.03%,-1.77%,5.25%,r_20170903-112505
1774393,BTC,1,Bitcoin,"$76,013,222,859 ",$4597.91,"16,532,125","$2,520,580,000",-0.16%,4.60%,11.94%,r_20170830-032005
1775471,BTC,1,Bitcoin,"$76,768,983,955 ",$4641.67,"16,539,087","$3,000,950,000",-0.91%,-2.58%,7.40%,r_20170902-095005
1776540,BTC,1,Bitcoin,"$68,864,038,425 ",$4167.80,"16,522,875","$2,302,980,000",0.01%,1.28%,-4.01%,r_20170824-040504
1777587,BTC,1,Bitcoin,"$53,420,212,110 ",$3238.98,"16,492,912","$1,037,190,000",0.66%,0.78%,18.04%,r_20170807-040505
1778628,BTC,1,Bitcoin,"$78,006,590,506 ",$4717.18,"16,536,700","$2,012,710,000",0.65%,2.47%,8.39%,r_20170901-075005
1779709,BTC,1,Bitcoin,"$74,558,798,716 ",$4507.45,"16,541,237","$2,027,650,000",-1.14%,-2.13%,3.39%,r_20170903-135005
1780772,BTC,1,Bitcoin,"$55,617,937,973 ",$3370.94,"16,499,237","$1,312,200,000",-0.60%,2.10%,22.63%,r_20170810-130506
1781813,BTC,1,Bitcoin,"$71,434,561,125 ",$4326.09,"16,512,500","$2,542,690,000",-0.46%,-0.13%,26.93%,r_20170817-222005
1782873,BTC,1,Bitcoin,"$74,310,407,262 ",$4494.75,"16,532,712","$2,652,470,000",-1.40%,2.79%,7.64%,r_20170830-103005
1783946,BTC,1,Bitcoin,"$71,984,369,325 ",$4355.43,"16,527,500","$1,523,630,000",-0.40%,1.14%,5.58%,r_20170827-123505
1785016,BTC,1,Bitcoin,"$67,175,020,293 ",$4060.26,"16,544,512","$3,010,210,000",-2.60%,-10.50%,-7.33%,r_20170905-020505
1786085,BTC,1,Bitcoin,"$72,890,181,720 ",$4415.68,"16,507,125","$2,589,470,000",1.18%,8.61%,30.03%,r_20170815-023006
1787117,BTC,1,Bitcoin,"$53,611,641,590 ",$3251.05,"16,490,562","$1,867,040,000",-0.24%,13.89%,19.42%,r_20170805-203005
1788160,BTC,1,Bitcoin,"$74,601,788,485 ",$4509.64,"16,542,737","$1,792,050,000",-0.71%,-3.61%,4.93%,r_20170904-062005
1789246,BTC,1,Bitcoin,"$75,841,626,749 ",$4585.27,"16,540,275","$2,712,720,000",1.92%,-6.19%,5.46%,r_20170903-001005
1790302,BTC,1,Bitcoin,"$47,744,272,086 ",$2895.56,"16,488,787","$999,813,000",0.46%,4.23%,4.09%,r_20170805-015006
1791341,BTC,1,Bitcoin,"$74,617,939,557 ",$4510.94,"16,541,550","$1,948,200,000",1.07%,-1.01%,3.30%,r_20170903-165005
1792427,BTC,1,Bitcoin,"$71,141,973,835 ",$4300.34,"16,543,337","$2,355,110,000",-1.29%,-5.65%,-0.21%,r_20170904-121505
1793490,BTC,1,Bitcoin,"$55,977,821,146 ",$3392.77,"16,499,150","$1,305,510,000",0.09%,2.64%,23.34%,r_20170810-115505
1794527,BTC,1,Bitcoin,"$69,785,003,342 ",$4223.90,"16,521,462","$2,409,900,000",0.06%,7.22%,1.55%,r_20170823-115005
1795577,BTC,1,Bitcoin,"$57,943,486,467 ",$3511.41,"16,501,487","$1,951,920,000",-0.19%,3.13%,22.48%,r_20170811-191005
1796618,BTC,1,Bitcoin,"$64,890,310,368 ",$3928.08,"16,519,600","$2,841,140,000",-1.77%,-4.22%,-9.46%,r_20170822-005505
1797664,BTC,1,Bitcoin,"$51,699,748,126 ",$3135.33,"16,489,412","$1,606,500,000",-0.18%,11.03%,14.47%,r_20170805-083005
1798703,BTC,1,Bitcoin,"$79,164,979,871 ",$4787.15,"16,536,975","$2,103,330,000",0.21%,3.11%,9.47%,r_20170901-114006
1799773,BTC,1,Bitcoin,"$71,003,981,859 ",$4301.60,"16,506,412","$2,501,630,000",1.18%,6.53%,28.29%,r_20170814-172005
1800815,BTC,1,Bitcoin,"$72,153,516,550 ",$4371.01,"16,507,287","$2,699,170,000",-1.55%,8.59%,27.80%,r_20170815-050505
1801857,BTC,1,Bitcoin,"$66,595,349,843 ",$4032.30,"16,515,475","$2,967,190,000",-0.74%,-7.07%,6.57%,r_20170819-113005
1802898,BTC,1,Bitcoin,"$56,199,983,106 ",$3406.15,"16,499,562","$1,388,730,000",-0.03%,2.69%,23.46%,r_20170810-182005
1803927,BTC,1,Bitcoin,"$53,511,351,731 ",$3244.71,"16,491,875","$1,284,010,000",1.08%,1.96%,19.86%,r_20170806-145506
1804969,BTC,1,Bitcoin,"$77,460,350,094 ",$4684.18,"16,536,587","$1,976,220,000",-0.53%,1.69%,7.61%,r_20170901-064005
1806052,BTC,1,Bitcoin,"$72,555,392,312 ",$4385.89,"16,542,912","$1,863,580,000",-2.65%,-5.75%,2.13%,r_20170904-081005
1807119,BTC,1,Bitcoin,"$71,324,392,511 ",$4319.16,"16,513,487","$2,670,420,000",0.61%,-2.24%,24.11%,r_20170818-095505
1808166,BTC,1,Bitcoin,"$63,315,229,250 ",$3836.56,"16,503,125","$2,262,620,000",-1.46%,7.92%,18.27%,r_20170812-204005
1809204,BTC,1,Bitcoin,"$69,609,856,300 ",$4213.27,"16,521,575","$2,381,960,000",-0.71%,6.74%,0.57%,r_20170823-131505
1810272,BTC,1,Bitcoin,"$75,896,435,247 ",$4588.83,"16,539,387","$2,879,080,000",-1.04%,-4.50%,6.37%,r_20170902-143505
1811333,BTC,1,Bitcoin,"$56,258,881,052 ",$3409.73,"16,499,512","$1,382,550,000",-0.73%,3.05%,23.64%,r_20170810-173005
1812368,BTC,1,Bitcoin,"$71,443,386,953 ",$4326.69,"16,512,250","$2,479,090,000",1.34%,0.38%,27.03%,r_20170817-195006
1813423,BTC,1,Bitcoin,"$68,269,136,778 ",$4133.34,"16,516,700","$2,930,860,000",0.81%,-1.03%,3.36%,r_20170820-025006
1814463,BTC,1,Bitcoin,"$53,121,821,919 ",$3221.22,"16,491,212","$1,666,730,000",0.58%,3.97%,19.49%,r_20170806-042505
1815489,BTC,1,Bitcoin,"$57,853,280,131 ",$3505.97,"16,501,362","$1,922,600,000",-0.07%,2.69%,22.43%,r_20170811-172005
1816531,BTC,1,Bitcoin,"$66,310,579,294 ",$4013.90,"16,520,237","$3,638,390,000",1.71%,-0.41%,-2.20%,r_20170822-173006
1817584,BTC,1,Bitcoin,"$70,623,255,503 ",$4278.58,"16,506,237","$2,549,430,000",0.26%,6.92%,28.23%,r_20170814-150006
1818641,BTC,1,Bitcoin,"$72,473,879,252 ",$4379.92,"16,546,850","$2,691,230,000",-0.94%,3.95%,-4.61%,r_20170906-002505
1819703,BTC,1,Bitcoin,"$55,311,451,542 ",$3352.58,"16,498,175","$1,479,530,000",-0.22%,-2.20%,23.61%,r_20170809-215506
1820747,BTC,1,Bitcoin,"$72,143,656,619 ",$4365.88,"16,524,425","$2,029,010,000",0.15%,4.09%,1.12%,r_20170825-090005
1821799,BTC,1,Bitcoin,"$60,331,332,273 ",$3656.04,"16,501,825","$2,002,470,000",0.09%,7.38%,24.21%,r_20170812-003005
1822844,BTC,1,Bitcoin,"$71,704,862,299 ",$4339.05,"16,525,475","$1,584,520,000",0.16%,0.10%,5.75%,r_20170826-065505
1823889,BTC,1,Bitcoin,"$53,263,603,270 ",$3229.46,"16,493,037","$1,026,050,000",-0.14%,0.71%,17.65%,r_20170807-051505
1824913,BTC,1,Bitcoin,"$54,956,373,455 ",$3331.81,"16,494,450","$1,439,530,000",-0.42%,2.43%,17.03%,r_20170807-215505
1825946,BTC,1,Bitcoin,"$68,157,924,114 ",$4126.46,"16,517,287","$2,506,370,000",-0.35%,1.92%,1.73%,r_20170820-111005
1826997,BTC,1,Bitcoin,"$67,482,693,870 ",$4085.96,"16,515,750","$3,369,570,000",-0.81%,-4.47%,7.10%,r_20170819-143005
1828057,BTC,1,Bitcoin,"$71,415,724,356 ",$4316.32,"16,545,512","$3,155,530,000",1.89%,-0.13%,-3.07%,r_20170905-124005
1829142,BTC,1,Bitcoin,"$72,463,798,080 ",$4379.41,"16,546,475","$2,751,430,000",-0.19%,2.25%,-4.36%,r_20170905-211505
1830225,BTC,1,Bitcoin,"$71,953,608,716 ",$4348.55,"16,546,575","$2,706,840,000",-0.37%,1.29%,-5.06%,r_20170905-215005
1831295,BTC,1,Bitcoin,"$67,015,246,158 ",$4057.62,"16,515,900","$3,388,770,000",-0.58%,-4.72%,6.10%,r_20170819-161005
1832347,BTC,1,Bitcoin,"$72,054,424,270 ",$4360.49,"16,524,387","$2,029,800,000",0.27%,3.99%,0.98%,r_20170825-083505
1833407,BTC,1,Bitcoin,"$71,780,378,980 ",$4343.60,"16,525,550","$1,578,290,000",-0.15%,-0.39%,6.13%,r_20170826-084006
1834462,BTC,1,Bitcoin,"$67,649,601,668 ",$4095.97,"16,516,137","$3,388,840,000",0.22%,-1.65%,6.46%,r_20170819-185505
1835516,BTC,1,Bitcoin,"$72,291,025,288 ",$4379.35,"16,507,250","$2,684,300,000",-1.46%,8.80%,28.09%,r_20170815-045005
1836561,BTC,1,Bitcoin,"$68,612,597,550 ",$4154.05,"16,517,037","$2,664,040,000",0.65%,2.37%,2.16%,r_20170820-081505
1837623,BTC,1,Bitcoin,"$69,775,982,719 ",$4217.25,"16,545,375","$3,143,390,000",-0.01%,-2.99%,-4.93%,r_20170905-112505
1838691,BTC,1,Bitcoin,"$60,354,476,538 ",$3657.39,"16,502,062","$1,982,280,000",0.80%,6.98%,21.29%,r_20170812-033005
1839743,BTC,1,Bitcoin,"$76,789,886,307 ",$4642.46,"16,540,775","$2,229,430,000",-0.45%,-1.53%,6.47%,r_20170903-075005
1840805,BTC,1,Bitcoin,"$56,676,232,830 ",$3435.03,"16,499,487","$1,362,820,000",0.68%,4.34%,24.62%,r_20170810-162505
1841860,BTC,1,Bitcoin,"$70,148,477,875 ",$4240.18,"16,543,750","$2,607,880,000",0.73%,-5.66%,-2.24%,r_20170904-163506
1842928,BTC,1,Bitcoin,"$68,041,539,527 ",$4118.65,"16,520,350","$3,812,920,000",0.08%,2.22%,0.01%,r_20170822-195506
1843969,BTC,1,Bitcoin,"$55,473,933,870 ",$3363.30,"16,493,900","$1,329,620,000",0.25%,3.63%,19.80%,r_20170807-154005
1845001,BTC,1,Bitcoin,"$69,463,841,050 ",$4208.39,"16,506,037","$2,611,520,000",0.05%,3.46%,27.45%,r_20170814-110006
1846042,BTC,1,Bitcoin,"$71,925,481,312 ",$4355.84,"16,512,425","$2,542,890,000",1.36%,0.64%,27.83%,r_20170817-212505
1847083,BTC,1,Bitcoin,"$52,270,021,226 ",$3169.83,"16,489,850","$1,646,270,000",0.25%,10.83%,16.05%,r_20170805-123506
1848128,BTC,1,Bitcoin,"$75,209,434,891 ",$4545.06,"16,547,512","$2,414,330,000",1.56%,9.01%,-0.52%,r_20170906-080506
1849196,BTC,1,Bitcoin,"$66,835,054,467 ",$4049.41,"16,504,887","$3,112,140,000",0.72%,4.24%,24.79%,r_20170813-191506
1850244,BTC,1,Bitcoin,"$71,732,497,974 ",$4339.58,"16,529,825","$1,916,030,000",-0.24%,-0.78%,8.41%,r_20170828-210005
1851321,BTC,1,Bitcoin,"$76,085,972,039 ",$4602.22,"16,532,450","$2,613,290,000",-0.17%,5.30%,10.76%,r_20170830-072005
1852388,BTC,1,Bitcoin,"$70,074,360,453 ",$4245.31,"16,506,300","$2,580,800,000",-1.22%,5.42%,27.03%,r_20170814-155005
1853427,BTC,1,Bitcoin,"$71,674,959,530 ",$4340.79,"16,511,962","$2,316,730,000",-0.86%,0.78%,27.58%,r_20170817-170005
1854471,BTC,1,Bitcoin,"$55,518,711,113 ",$3365.01,"16,498,825","$1,331,040,000",0.48%,-0.74%,22.97%,r_20170810-065506
1855519,BTC,1,Bitcoin,"$73,263,028,070 ",$4433.53,"16,524,762","$1,965,120,000",0.95%,4.58%,4.83%,r_20170825-161504
1856576,BTC,1,Bitcoin,"$71,625,515,718 ",$4334.36,"16,525,050","$1,888,650,000",-0.04%,2.06%,3.99%,r_20170825-211005
1857620,BTC,1,Bitcoin,"$53,901,870,318 ",$3268.33,"16,492,175","$1,157,120,000",0.16%,0.33%,19.47%,r_20170806-194006
1858640,BTC,1,Bitcoin,"$46,930,637,307 ",$2846.28,"16,488,412","$1,007,910,000",-0.20%,2.77%,1.86%,r_20170804-211005
1859680,BTC,1,Bitcoin,"$75,120,135,450 ",$4543.48,"16,533,612","$2,029,740,000",-0.38%,-0.85%,8.97%,r_20170830-200006
1860761,BTC,1,Bitcoin,"$75,535,736,744 ",$4568.90,"16,532,587","$2,627,960,000",-0.21%,4.64%,9.72%,r_20170830-090006
1861827,BTC,1,Bitcoin,"$68,716,697,095 ",$4158.87,"16,522,925","$2,259,320,000",0.27%,1.36%,-4.57%,r_20170824-053505
1862878,BTC,1,Bitcoin,"$63,904,430,800 ",$3872.33,"16,502,837","$2,121,310,000",0.89%,10.23%,20.56%,r_20170812-164005
1863920,BTC,1,Bitcoin,"$66,568,975,767 ",$4033.53,"16,503,900","$2,819,500,000",-0.03%,8.62%,25.35%,r_20170813-053004
1864958,BTC,1,Bitcoin,"$67,728,442,031 ",$4100.25,"16,518,125","$2,027,560,000",-0.30%,-0.97%,1.18%,r_20170821-005005
1865998,BTC,1,Bitcoin,"$53,975,915,053 ",$3272.78,"16,492,375","$1,147,380,000",0.26%,0.92%,19.49%,r_20170806-204505
1867039,BTC,1,Bitcoin,"$75,518,765,473 ",$4567.49,"16,533,975","$1,935,370,000",0.25%,-0.25%,9.96%,r_20170830-234505
1868110,BTC,1,Bitcoin,"$64,483,643,939 ",$3903.33,"16,520,162","$3,505,370,000",-1.58%,-3.51%,-5.05%,r_20170822-144005
1869156,BTC,1,Bitcoin,"$55,520,427,482 ",$3365.03,"16,499,237","$1,315,970,000",-0.76%,1.94%,22.42%,r_20170810-131005
1870204,BTC,1,Bitcoin,"$71,329,500,296 ",$4315.36,"16,529,212","$1,786,860,000",0.34%,-0.93%,6.36%,r_20170828-110505
1871262,BTC,1,Bitcoin,"$56,254,976,449 ",$3409.47,"16,499,625","$1,393,770,000",0.05%,2.61%,23.48%,r_20170810-185005
1872312,BTC,1,Bitcoin,"$78,303,646,460 ",$4735.14,"16,536,712","$2,033,700,000",0.66%,2.91%,8.81%,r_20170901-081505
1873388,BTC,1,Bitcoin,"$72,180,481,942 ",$4367.22,"16,527,787","$1,465,210,000",-0.19%,1.48%,5.95%,r_20170827-165505
1874433,BTC,1,Bitcoin,"$52,643,911,895 ",$3192.25,"16,491,162","$1,834,670,000",-2.07%,5.47%,18.24%,r_20170806-032505
1875452,BTC,1,Bitcoin,"$52,465,734,116 ",$3181.39,"16,491,450","$1,431,880,000",-0.20%,0.68%,18.54%,r_20170806-085005
1876488,BTC,1,Bitcoin,"$71,780,114,463 ",$4343.41,"16,526,212","$1,623,220,000",1.11%,-1.13%,5.58%,r_20170826-193506
1877539,BTC,1,Bitcoin,"$60,302,883,929 ",$3654.33,"16,501,762","$2,026,180,000",0.21%,7.39%,24.59%,r_20170812-000005
1878577,BTC,1,Bitcoin,"$71,217,289,679 ",$4312.71,"16,513,350","$2,723,970,000",-0.40%,-0.61%,24.81%,r_20170818-072005
1879626,BTC,1,Bitcoin,"$72,688,462,734 ",$4403.41,"16,507,312","$2,736,580,000",-0.13%,9.26%,28.70%,r_20170815-052506
1880658,BTC,1,Bitcoin,"$53,457,045,627 ",$3241.40,"16,491,962","$1,268,370,000",-0.17%,1.03%,19.44%,r_20170806-161006
1881705,BTC,1,Bitcoin,"$74,336,986,773 ",$4494.38,"16,539,987","$2,709,910,000",0.04%,-7.43%,3.63%,r_20170902-214005
1882772,BTC,1,Bitcoin,"$66,242,682,398 ",$4010.06,"16,519,125","$2,640,840,000",-0.54%,-2.78%,-6.14%,r_20170821-182505
1883826,BTC,1,Bitcoin,"$68,864,567,605 ",$4172.09,"16,506,012","$2,607,400,000",-0.06%,1.95%,26.48%,r_20170814-104005
1884876,BTC,1,Bitcoin,"$71,596,144,847 ",$4331.40,"16,529,562","$1,818,440,000",0.35%,-0.79%,7.00%,r_20170828-155005
1885953,BTC,1,Bitcoin,"$77,439,249,388 ",$4682.15,"16,539,250","$2,993,150,000",-0.15%,-2.37%,8.41%,r_20170902-120505
1887015,BTC,1,Bitcoin,"$55,601,223,093 ",$3370.55,"16,496,187","$1,708,230,000",-0.87%,0.52%,23.17%,r_20170808-165505
1888047,BTC,1,Bitcoin,"$67,152,719,619 ",$4066.07,"16,515,387","$2,934,570,000",-0.01%,-6.15%,7.91%,r_20170819-103005
1889109,BTC,1,Bitcoin,"$68,952,861,850 ",$4167.74,"16,544,425","$2,982,340,000",-1.29%,-8.41%,-4.85%,r_20170905-011006
1890179,BTC,1,Bitcoin,"$70,956,403,013 ",$4298.61,"16,506,825","$2,478,940,000",0.59%,5.70%,27.87%,r_20170814-220504
1891235,BTC,1,Bitcoin,"$67,733,056,809 ",$4093.98,"16,544,550","$3,185,370,000",0.55%,-9.73%,-6.58%,r_20170905-030005
1892305,BTC,1,Bitcoin,"$65,056,039,206 ",$3938.02,"16,519,987","$3,542,240,000",2.71%,-3.50%,-6.55%,r_20170822-094505
1893365,BTC,1,Bitcoin,"$72,544,603,933 ",$4388.65,"16,530,050","$1,921,450,000",0.24%,0.81%,11.66%,r_20170829-004005
1894424,BTC,1,Bitcoin,"$55,292,562,573 ",$3352.22,"16,494,312","$1,441,350,000",0.40%,2.83%,18.07%,r_20170807-204006
1895451,BTC,1,Bitcoin,"$58,030,174,732 ",$3516.69,"16,501,362","$1,925,410,000",0.17%,3.03%,22.81%,r_20170811-173005
1896493,BTC,1,Bitcoin,"$68,575,129,858 ",$4151.86,"16,516,725","$2,922,170,000",0.95%,-0.52%,3.62%,r_20170820-030505
1897543,BTC,1,Bitcoin,"$70,988,592,066 ",$4298.76,"16,513,737","$2,635,730,000",-0.19%,-3.43%,22.57%,r_20170818-142005
1898588,BTC,1,Bitcoin,"$71,346,866,845 ",$4320.92,"16,511,962","$2,302,290,000",-2.42%,0.43%,27.01%,r_20170817-164505
1899629,BTC,1,Bitcoin,"$53,648,239,415 ",$3253.22,"16,490,812","$1,926,140,000",1.17%,13.31%,19.55%,r_20170805-225006
1900659,BTC,1,Bitcoin,"$67,079,863,704 ",$4061.68,"16,515,300","$2,896,380,000",1.07%,-5.75%,8.66%,r_20170819-082505
1901721,BTC,1,Bitcoin,"$75,465,485,845 ",$4562.05,"16,542,012","$1,927,550,000",0.63%,1.43%,4.58%,r_20170903-220006
1902802,BTC,1,Bitcoin,"$74,607,370,476 ",$4510.85,"16,539,537","$2,954,910,000",-0.52%,-6.01%,4.53%,r_20170902-155005
1903872,BTC,1,Bitcoin,"$64,499,338,093 ",$3904.28,"16,520,162","$3,499,860,000",-1.26%,-3.45%,-4.94%,r_20170822-145005
1904915,BTC,1,Bitcoin,"$53,435,773,909 ",$3240.12,"16,491,912","$1,273,510,000",0.20%,1.36%,19.50%,r_20170806-154505
1905954,BTC,1,Bitcoin,"$71,418,234,912 ",$4320.64,"16,529,550","$1,819,530,000",0.09%,-1.02%,6.72%,r_20170828-154505
1907029,BTC,1,Bitcoin,"$75,299,557,834 ",$4554.27,"16,533,837","$1,950,440,000",0.09%,-0.84%,9.45%,r_20170830-223506
1908098,BTC,1,Bitcoin,"$70,172,043,013 ",$4249.31,"16,513,750","$2,645,500,000",-1.20%,-4.54%,21.13%,r_20170818-143006
1909161,BTC,1,Bitcoin,"$72,418,721,346 ",$4376.59,"16,546,837","$2,700,670,000",-0.71%,3.41%,-4.66%,r_20170906-001005
1910224,BTC,1,Bitcoin,"$54,673,881,353 ",$3313.91,"16,498,300","$1,460,040,000",-1.34%,-3.23%,22.06%,r_20170809-230506
1911258,BTC,1,Bitcoin,"$58,138,841,775 ",$3523.27,"16,501,387","$1,932,040,000",0.89%,3.24%,23.03%,r_20170811-175005
1912297,BTC,1,Bitcoin,"$71,317,100,099 ",$4318.97,"16,512,525","$2,534,680,000",-0.58%,-0.32%,26.73%,r_20170817-222505
1913339,BTC,1,Bitcoin,"$53,591,398,684 ",$3249.32,"16,493,112","$1,027,810,000",0.68%,1.50%,18.23%,r_20170807-061505
1914367,BTC,1,Bitcoin,"$61,509,847,905 ",$3727.35,"16,502,300","$2,133,890,000",-1.93%,7.09%,18.77%,r_20170812-083505
1915417,BTC,1,Bitcoin,"$74,747,183,288 ",$4518.75,"16,541,562","$1,935,270,000",0.30%,-1.17%,3.45%,r_20170903-173505
1916488,BTC,1,Bitcoin,"$66,971,307,274 ",$4054.30,"16,518,587","$2,245,020,000",0.56%,-2.28%,-1.60%,r_20170821-082505
1917547,BTC,1,Bitcoin,"$71,567,313,149 ",$4330.53,"16,526,225","$1,585,260,000",0.44%,-1.11%,5.28%,r_20170826-200005
1918593,BTC,1,Bitcoin,"$52,575,451,538 ",$3188.06,"16,491,362","$1,451,810,000",-0.58%,1.44%,18.75%,r_20170806-075505
1919622,BTC,1,Bitcoin,"$68,949,722,189 ",$4172.91,"16,523,175","$2,117,610,000",-0.43%,-1.30%,-5.14%,r_20170824-104506
1920694,BTC,1,Bitcoin,"$72,976,626,364 ",$4410.15,"16,547,425","$2,380,590,000",0.01%,7.90%,-3.60%,r_20170906-062505
1921771,BTC,1,Bitcoin,"$71,443,487,429 ",$4323.25,"16,525,412","$1,641,550,000",0.34%,-0.33%,4.88%,r_20170826-044505
1922823,BTC,1,Bitcoin,"$73,945,448,771 ",$4478.36,"16,511,725","$2,341,280,000",0.86%,7.78%,31.68%,r_20170817-141005
1923867,BTC,1,Bitcoin,"$53,849,301,660 ",$3264.90,"16,493,400","$1,066,350,000",0.33%,2.32%,17.94%,r_20170807-100005
1924898,BTC,1,Bitcoin,"$67,015,709,083 ",$4060.62,"16,503,812","$2,812,580,000",-0.39%,10.60%,25.98%,r_20170813-040005
1925925,BTC,1,Bitcoin,"$56,451,169,554 ",$3422.04,"16,496,350","$1,747,060,000",1.20%,2.42%,25.84%,r_20170808-195006
1926958,BTC,1,Bitcoin,"$66,428,026,980 ",$4021.28,"16,519,125","$2,664,660,000",-0.29%,-2.56%,-5.93%,r_20170821-183505
