,symbol,ranking by market cap,name,market cap,price,circulating supply,volume,% 1h,% 24h,% 1wk,file_name
845711,BTC,1,Bitcoin,"$56,785,929,151 ",$3442.56,"16,495,262","$1,663,460,000",0.70%,6.27%,21.25%,r_20170808-072005
846731,BTC,1,Bitcoin,"$52,918,130,335 ",$3209.08,"16,490,125","$1,676,050,000",1.15%,11.85%,17.74%,r_20170805-151005
847754,BTC,1,Bitcoin,"$56,769,598,841 ",$3441.57,"16,495,262","$1,658,940,000",0.65%,6.27%,21.16%,r_20170808-071005
848774,BTC,1,Bitcoin,"$52,927,658,002 ",$3209.13,"16,492,837","$1,054,180,000",0.45%,-1.06%,17.07%,r_20170807-024505
849797,BTC,1,Bitcoin,"$51,693,976,832 ",$3134.98,"16,489,412","$1,605,410,000",-0.27%,11.09%,14.45%,r_20170805-082506
850812,BTC,1,Bitcoin,"$54,054,501,743 ",$3277.55,"16,492,350","$1,143,990,000",0.43%,1.05%,19.67%,r_20170806-203505
851834,BTC,1,Bitcoin,"$52,490,744,493 ",$3183.16,"16,490,137","$1,669,120,000",0.15%,10.85%,16.84%,r_20170805-153005
852858,BTC,1,Bitcoin,"$55,977,665,808 ",$3393.19,"16,497,062","$1,707,130,000",0.49%,-1.18%,25.21%,r_20170809-063005
853890,BTC,1,Bitcoin,"$56,156,712,627 ",$3404.10,"16,496,787","$1,764,170,000",0.37%,-0.06%,25.40%,r_20170809-030505
854919,BTC,1,Bitcoin,"$53,375,794,875 ",$3236.25,"16,493,100","$1,026,620,000",0.32%,0.98%,17.82%,r_20170807-055006
855942,BTC,1,Bitcoin,"$54,318,291,087 ",$3293.32,"16,493,475","$1,108,950,000",0.71%,3.03%,18.60%,r_20170807-112006
856968,BTC,1,Bitcoin,"$56,453,689,893 ",$3422.46,"16,495,062","$1,630,670,000",-0.77%,5.77%,20.09%,r_20170808-060005
857990,BTC,1,Bitcoin,"$56,208,336,781 ",$3407.25,"16,496,687","$1,717,450,000",-0.43%,1.08%,25.19%,r_20170809-010006
859022,BTC,1,Bitcoin,"$56,166,132,378 ",$3404.80,"16,496,162","$1,702,190,000",0.67%,1.35%,24.21%,r_20170808-160505
860045,BTC,1,Bitcoin,"$55,241,894,895 ",$3349.11,"16,494,500","$1,450,090,000",0.46%,3.19%,17.50%,r_20170807-222505
861066,BTC,1,Bitcoin,"$53,116,351,649 ",$3220.61,"16,492,637","$1,106,860,000",-0.77%,-1.05%,17.63%,r_20170806-234505
862091,BTC,1,Bitcoin,"$56,602,091,026 ",$3431.48,"16,494,950","$1,554,480,000",0.28%,6.27%,20.11%,r_20170808-043005
863115,BTC,1,Bitcoin,"$56,087,520,540 ",$3399.80,"16,497,300","$1,680,620,000",0.29%,-1.71%,25.29%,r_20170809-083005
864143,BTC,1,Bitcoin,"$47,031,590,915 ",$2852.42,"16,488,312","$1,012,950,000",-0.15%,3.12%,2.02%,r_20170804-203005
865165,BTC,1,Bitcoin,"$55,847,577,281 ",$3385.82,"16,494,550","$1,481,700,000",1.07%,4.71%,18.55%,r_20170807-232005
866185,BTC,1,Bitcoin,"$54,188,188,868 ",$3285.92,"16,491,025","$1,957,620,000",0.09%,13.19%,21.21%,r_20170806-013005
867209,BTC,1,Bitcoin,"$53,431,619,594 ",$3239.62,"16,493,175","$1,033,880,000",0.17%,1.40%,17.77%,r_20170807-065506
868232,BTC,1,Bitcoin,"$55,339,571,362 ",$3355.07,"16,494,312","$1,432,830,000",0.65%,2.87%,18.26%,r_20170807-202005
869258,BTC,1,Bitcoin,"$54,557,189,133 ",$3307.01,"16,497,437","$1,675,360,000",-1.19%,-4.07%,22.04%,r_20170809-112005
870290,BTC,1,Bitcoin,"$53,564,101,309 ",$3247.66,"16,493,137","$1,028,900,000",0.48%,1.51%,18.15%,r_20170807-062506
871309,BTC,1,Bitcoin,"$53,761,112,501 ",$3259.81,"16,492,100","$1,196,160,000",-0.52%,0.00%,19.49%,r_20170806-181505
872329,BTC,1,Bitcoin,"$53,957,451,619 ",$3271.72,"16,492,075","$1,231,160,000",0.11%,0.69%,20.08%,r_20170806-174505
873353,BTC,1,Bitcoin,"$51,506,943,648 ",$3123.68,"16,489,187","$1,516,870,000",0.72%,12.44%,13.12%,r_20170805-052005
874373,BTC,1,Bitcoin,"$56,005,499,104 ",$3395.07,"16,496,125","$1,703,320,000",0.37%,1.06%,23.85%,r_20170808-160006
875398,BTC,1,Bitcoin,"$56,495,819,022 ",$3425.04,"16,494,937","$1,549,710,000",0.28%,6.12%,19.81%,r_20170808-041505
876420,BTC,1,Bitcoin,"$54,993,277,680 ",$3334.05,"16,494,437","$1,435,180,000",-0.67%,2.41%,17.20%,r_20170807-213505
877444,BTC,1,Bitcoin,"$55,741,698,198 ",$3379.57,"16,493,725","$1,307,270,000",0.62%,5.29%,21.12%,r_20170807-133505
878466,BTC,1,Bitcoin,"$49,058,674,106 ",$2975.25,"16,488,925","$1,084,470,000",2.43%,7.82%,7.02%,r_20170805-031006
879484,BTC,1,Bitcoin,"$52,360,110,644 ",$3175.25,"16,490,075","$1,647,100,000",0.43%,10.98%,16.42%,r_20170805-143006
880504,BTC,1,Bitcoin,"$53,139,962,252 ",$3222.32,"16,491,212","$1,599,280,000",0.30%,3.32%,19.59%,r_20170806-045005
881522,BTC,1,Bitcoin,"$47,966,084,088 ",$2909.01,"16,488,800","$997,914,000",0.80%,4.92%,4.60%,r_20170805-021005
882543,BTC,1,Bitcoin,"$55,820,706,976 ",$3383.85,"16,496,212","$1,711,250,000",-0.34%,0.95%,23.70%,r_20170808-170506
883566,BTC,1,Bitcoin,"$51,671,946,389 ",$3133.67,"16,489,275","$1,544,880,000",-0.30%,12.57%,13.62%,r_20170805-054505
884587,BTC,1,Bitcoin,"$55,365,609,228 ",$3356.73,"16,493,912","$1,335,010,000",-0.21%,3.24%,19.42%,r_20170807-160005
885609,BTC,1,Bitcoin,"$55,925,337,033 ",$3390.19,"16,496,225","$1,704,120,000",0.46%,1.41%,24.26%,r_20170808-175505
886632,BTC,1,Bitcoin,"$52,710,189,859 ",$3196.47,"16,490,125","$1,666,790,000",0.67%,11.59%,17.23%,r_20170805-145005
887654,BTC,1,Bitcoin,"$55,989,265,466 ",$3394.41,"16,494,550","$1,482,510,000",1.07%,5.16%,18.69%,r_20170807-234505
888678,BTC,1,Bitcoin,"$55,260,730,836 ",$3350.45,"16,493,525","$1,178,160,000",2.59%,4.81%,20.52%,r_20170807-115005
889704,BTC,1,Bitcoin,"$55,685,821,363 ",$3375.53,"16,496,912","$1,717,030,000",-0.43%,-1.65%,24.53%,r_20170809-045506
890734,BTC,1,Bitcoin,"$55,644,429,450 ",$3373.66,"16,493,787","$1,324,030,000",-0.34%,4.70%,20.73%,r_20170807-141505
891759,BTC,1,Bitcoin,"$55,333,442,158 ",$3354.65,"16,494,550","$1,471,230,000",0.34%,3.70%,17.50%,r_20170807-231005
892781,BTC,1,Bitcoin,"$52,581,159,628 ",$3188.73,"16,489,687","$1,680,290,000",-0.21%,11.42%,16.67%,r_20170805-105505
893804,BTC,1,Bitcoin,"$56,901,013,644 ",$3449.44,"16,495,725","$1,732,930,000",0.03%,4.15%,23.92%,r_20170808-113006
894826,BTC,1,Bitcoin,"$55,430,850,961 ",$3360.11,"16,496,737","$1,735,590,000",-1.21%,-0.85%,23.65%,r_20170809-022005
895853,BTC,1,Bitcoin,"$53,386,944,018 ",$3237.38,"16,490,787","$1,913,880,000",0.57%,13.01%,18.96%,r_20170805-222505
896873,BTC,1,Bitcoin,"$47,513,178,372 ",$2881.56,"16,488,700","$988,443,000",-0.40%,3.58%,3.51%,r_20170805-010006
897891,BTC,1,Bitcoin,"$53,497,295,379 ",$3243.72,"16,492,575","$1,111,560,000",-0.17%,-0.04%,18.48%,r_20170806-230505
898915,BTC,1,Bitcoin,"$52,023,848,940 ",$3155.04,"16,489,125","$1,496,800,000",1.34%,13.68%,14.10%,r_20170805-050005
899923,BTC,1,Bitcoin,"$45,611,137,754 ",$2766.51,"16,486,887","$863,632,000",-0.01%,1.21%,1.69%,r_20170804-053006
900943,BTC,1,Bitcoin,"$53,957,113,745 ",$3271.64,"16,492,375","$1,145,530,000",0.21%,0.94%,19.45%,r_20170806-205005
901968,BTC,1,Bitcoin,"$56,622,799,409 ",$3432.40,"16,496,562","$1,756,440,000",0.11%,1.97%,26.08%,r_20170808-234505
902996,BTC,1,Bitcoin,"$55,875,964,888 ",$3387.21,"16,496,162","$1,696,200,000",-0.18%,0.84%,23.60%,r_20170808-161506
904019,BTC,1,Bitcoin,"$53,885,175,595 ",$3267.08,"16,493,375","$1,060,400,000",0.81%,2.54%,18.10%,r_20170807-093505
905045,BTC,1,Bitcoin,"$56,008,983,832 ",$3395.06,"16,497,200","$1,696,640,000",0.23%,-1.39%,25.14%,r_20170809-072006
906078,BTC,1,Bitcoin,"$54,514,626,483 ",$3304.40,"16,497,587","$1,687,080,000",0.34%,-3.76%,21.99%,r_20170809-124506
907106,BTC,1,Bitcoin,"$53,504,800,859 ",$3244.18,"16,492,550","$1,118,260,000",-0.02%,0.25%,18.48%,r_20170806-224506
908126,BTC,1,Bitcoin,"$52,672,606,308 ",$3193.91,"16,491,575","$1,341,000,000",-0.11%,0.49%,18.86%,r_20170806-103506
909150,BTC,1,Bitcoin,"$55,419,220,560 ",$3359.96,"16,494,012","$1,346,740,000",-0.12%,3.09%,19.22%,r_20170807-164505
910173,BTC,1,Bitcoin,"$52,420,311,652 ",$3178.99,"16,489,612","$1,677,550,000",0.25%,11.45%,16.32%,r_20170805-101005
911192,BTC,1,Bitcoin,"$51,541,247,368 ",$3125.72,"16,489,400","$1,599,210,000",-0.79%,10.82%,14.09%,r_20170805-082005
912210,BTC,1,Bitcoin,"$52,020,574,815 ",$3154.71,"16,489,812","$1,646,880,000",-0.98%,10.25%,15.44%,r_20170805-115006
913228,BTC,1,Bitcoin,"$51,274,853,960 ",$3109.64,"16,489,000","$1,291,110,000",5.53%,12.56%,11.99%,r_20170805-034506
914246,BTC,1,Bitcoin,"$53,572,974,927 ",$3248.72,"16,490,487","$1,851,510,000",-0.31%,13.71%,19.37%,r_20170805-195506
915268,BTC,1,Bitcoin,"$55,103,541,945 ",$3340.74,"16,494,412","$1,438,250,000",-0.17%,2.53%,17.55%,r_20170807-211005
916294,BTC,1,Bitcoin,"$55,499,336,879 ",$3364.70,"16,494,587","$1,444,960,000",-0.39%,4.76%,17.30%,r_20170808-004506
917317,BTC,1,Bitcoin,"$55,212,950,681 ",$3347.34,"16,494,575","$1,453,110,000",-1.13%,4.10%,16.78%,r_20170808-003006
918342,BTC,1,Bitcoin,"$54,535,825,108 ",$3305.71,"16,497,462","$1,673,400,000",-0.80%,-4.11%,21.99%,r_20170809-113005
919373,BTC,1,Bitcoin,"$55,550,084,913 ",$3367.45,"16,496,187","$1,706,490,000",-1.00%,0.41%,23.03%,r_20170808-165006
920399,BTC,1,Bitcoin,"$56,744,772,344 ",$3440.13,"16,494,950","$1,559,610,000",0.48%,6.53%,20.44%,r_20170808-043506
921424,BTC,1,Bitcoin,"$55,896,995,175 ",$3388.30,"16,497,062","$1,706,040,000",0.30%,-1.33%,25.02%,r_20170809-063505
922455,BTC,1,Bitcoin,"$55,319,739,584 ",$3354.01,"16,493,612","$1,225,670,000",0.86%,4.82%,20.47%,r_20170807-123505
923476,BTC,1,Bitcoin,"$56,455,829,600 ",$3422.32,"16,496,362","$1,739,560,000",0.60%,2.45%,25.84%,r_20170808-201506
924500,BTC,1,Bitcoin,"$47,757,211,132 ",$2896.36,"16,488,700","$984,613,000",0.51%,4.05%,4.01%,r_20170805-002005
925519,BTC,1,Bitcoin,"$53,119,293,091 ",$3220.72,"16,492,987","$1,032,910,000",-0.43%,0.45%,17.36%,r_20170807-045005
926543,BTC,1,Bitcoin,"$52,538,594,765 ",$3186.18,"16,489,525","$1,674,990,000",0.51%,11.73%,16.57%,r_20170805-100006
927559,BTC,1,Bitcoin,"$47,633,710,769 ",$2888.87,"16,488,700","$984,163,000",0.44%,3.77%,3.73%,r_20170805-001506
928581,BTC,1,Bitcoin,"$54,981,474,669 ",$3333.39,"16,494,162","$1,354,700,000",-0.63%,2.04%,17.86%,r_20170807-181505
929600,BTC,1,Bitcoin,"$53,958,681,189 ",$3271.74,"16,492,350","$1,144,520,000",0.29%,0.82%,19.47%,r_20170806-203005
930623,BTC,1,Bitcoin,"$52,058,903,057 ",$3157.02,"16,489,887","$1,636,200,000",-0.07%,10.59%,15.66%,r_20170805-132005
931640,BTC,1,Bitcoin,"$53,833,555,411 ",$3264.22,"16,492,012","$1,273,770,000",0.65%,1.26%,20.10%,r_20170806-164506
932660,BTC,1,Bitcoin,"$56,909,235,873 ",$3449.80,"16,496,387","$1,748,390,000",1.00%,3.22%,26.84%,r_20170808-204005
933689,BTC,1,Bitcoin,"$56,074,218,715 ",$3399.12,"16,496,687","$1,727,760,000",-0.66%,0.82%,24.92%,r_20170809-012005
934715,BTC,1,Bitcoin,"$53,475,044,204 ",$3242.71,"16,490,850","$1,927,880,000",-0.03%,12.62%,19.17%,r_20170805-233506
935735,BTC,1,Bitcoin,"$53,510,819,291 ",$3244.54,"16,492,575","$1,109,630,000",-0.11%,-0.14%,18.51%,r_20170806-231505
936760,BTC,1,Bitcoin,"$57,398,566,575 ",$3479.65,"16,495,500","$1,712,580,000",0.24%,6.87%,23.69%,r_20170808-092506
937784,BTC,1,Bitcoin,"$56,289,069,174 ",$3412.48,"16,495,062","$1,628,030,000",-1.06%,5.46%,19.72%,r_20170808-055505
938807,BTC,1,Bitcoin,"$52,857,502,178 ",$3205.52,"16,489,525","$1,678,490,000",1.28%,12.64%,17.25%,r_20170805-094506
939822,BTC,1,Bitcoin,"$52,742,234,122 ",$3198.12,"16,491,637","$1,310,620,000",-0.02%,0.89%,18.98%,r_20170806-112505
940841,BTC,1,Bitcoin,"$53,876,392,280 ",$3266.80,"16,492,100","$1,189,380,000",-0.30%,0.14%,19.70%,r_20170806-182505
941862,BTC,1,Bitcoin,"$54,069,412,811 ",$3278.74,"16,490,912","$1,928,500,000",1.28%,13.60%,20.60%,r_20170806-002006
942883,BTC,1,Bitcoin,"$53,400,655,465 ",$3238.15,"16,491,100","$1,925,680,000",-1.42%,8.57%,19.81%,r_20170806-025005
943908,BTC,1,Bitcoin,"$55,581,358,971 ",$3369.19,"16,496,950","$1,710,530,000",-0.74%,-1.81%,24.31%,r_20170809-051006
944934,BTC,1,Bitcoin,"$53,884,011,613 ",$3267.22,"16,492,312","$1,146,160,000",0.25%,0.63%,19.32%,r_20170806-202005
945960,BTC,1,Bitcoin,"$56,164,598,534 ",$3404.48,"16,497,262","$1,699,920,000",0.27%,-1.57%,25.44%,r_20170809-081505
946994,BTC,1,Bitcoin,"$55,731,070,764 ",$3378.26,"16,496,975","$1,719,460,000",-0.54%,-1.57%,24.64%,r_20170809-053005
948026,BTC,1,Bitcoin,"$56,292,038,285 ",$3412.66,"16,495,062","$1,620,430,000",-0.93%,5.48%,19.71%,r_20170808-055005
949048,BTC,1,Bitcoin,"$54,959,134,195 ",$3331.98,"16,494,437","$1,435,430,000",-0.79%,2.32%,17.17%,r_20170807-212506
950070,BTC,1,Bitcoin,"$53,043,932,503 ",$3216.18,"16,492,837","$1,053,690,000",0.74%,-0.77%,17.32%,r_20170807-025006
951089,BTC,1,Bitcoin,"$53,022,160,923 ",$3215.05,"16,491,862","$1,276,070,000",0.40%,1.20%,18.91%,r_20170806-142505
952110,BTC,1,Bitcoin,"$56,776,110,030 ",$3441.73,"16,496,387","$1,748,520,000",0.84%,3.02%,26.55%,r_20170808-202505
953134,BTC,1,Bitcoin,"$53,488,931,376 ",$3243.24,"16,492,437","$1,125,440,000",-0.72%,0.22%,18.42%,r_20170806-215505
954157,BTC,1,Bitcoin,"$55,556,650,373 ",$3368.19,"16,494,512","$1,466,490,000",0.86%,4.06%,18.02%,r_20170807-230005
955177,BTC,1,Bitcoin,"$53,997,775,349 ",$3274.17,"16,492,050","$1,249,670,000",0.93%,1.25%,20.35%,r_20170806-171005
956201,BTC,1,Bitcoin,"$55,807,383,826 ",$3383.55,"16,493,737","$1,322,620,000",0.08%,5.11%,21.16%,r_20170807-140005
957227,BTC,1,Bitcoin,"$56,078,262,904 ",$3399.36,"16,496,712","$1,736,520,000",-0.23%,0.59%,25.00%,r_20170809-015505
958257,BTC,1,Bitcoin,"$52,522,558,518 ",$3185.21,"16,489,512","$1,637,180,000",1.75%,12.14%,16.46%,r_20170805-093005
959272,BTC,1,Bitcoin,"$53,769,979,655 ",$3260.37,"16,491,987","$1,272,240,000",0.50%,1.21%,19.99%,r_20170806-164005
960298,BTC,1,Bitcoin,"$56,883,798,333 ",$3448.42,"16,495,612","$1,726,310,000",-0.17%,4.98%,23.36%,r_20170808-104005
961317,BTC,1,Bitcoin,"$53,073,784,538 ",$3217.99,"16,492,837","$1,052,740,000",0.73%,-0.67%,17.38%,r_20170807-025505
962342,BTC,1,Bitcoin,"$56,197,428,085 ",$3406.47,"16,497,262","$1,703,040,000",0.31%,-1.50%,25.52%,r_20170809-081005
963370,BTC,1,Bitcoin,"$52,958,517,709 ",$3211.41,"16,490,737","$1,889,140,000",-1.22%,12.39%,17.97%,r_20170805-214505
964385,BTC,1,Bitcoin,"$47,035,628,932 ",$2852.84,"16,487,300","$951,236,000",0.19%,3.78%,3.40%,r_20170804-101505
965408,BTC,1,Bitcoin,"$53,720,408,858 ",$3257.10,"16,493,325","$1,049,450,000",0.67%,2.24%,17.86%,r_20170807-090005
966433,BTC,1,Bitcoin,"$56,753,353,377 ",$3440.46,"16,495,862","$1,650,550,000",-0.45%,2.17%,24.69%,r_20170808-131005
967452,BTC,1,Bitcoin,"$47,425,453,463 ",$2876.34,"16,488,125","$1,046,300,000",0.33%,5.13%,2.77%,r_20170804-184505
968468,BTC,1,Bitcoin,"$53,170,800,818 ",$3224.19,"16,491,212","$1,611,010,000",0.46%,3.52%,19.65%,r_20170806-044505
969492,BTC,1,Bitcoin,"$56,051,227,964 ",$3397.68,"16,496,912","$1,736,560,000",-0.02%,-0.98%,25.31%,r_20170809-043005
970519,BTC,1,Bitcoin,"$52,882,775,385 ",$3206.62,"16,491,750","$1,280,370,000",0.43%,1.27%,18.95%,r_20170806-131505
971541,BTC,1,Bitcoin,"$53,346,488,793 ",$3234.51,"16,492,912","$1,036,460,000",0.41%,0.75%,17.88%,r_20170807-042006
972563,BTC,1,Bitcoin,"$52,833,997,649 ",$3203.74,"16,491,350","$1,471,890,000",0.11%,2.25%,19.27%,r_20170806-072005
973582,BTC,1,Bitcoin,"$52,975,668,076 ",$3212.45,"16,490,737","$1,890,370,000",-1.16%,12.38%,18.02%,r_20170805-215005
974608,BTC,1,Bitcoin,"$55,917,438,008 ",$3389.57,"16,496,912","$1,724,930,000",-0.03%,-1.24%,25.04%,r_20170809-044505
975639,BTC,1,Bitcoin,"$56,721,019,616 ",$3438.69,"16,494,950","$1,559,150,000",0.31%,6.46%,20.41%,r_20170808-044005
976659,BTC,1,Bitcoin,"$53,247,678,508 ",$3228.58,"16,492,600","$1,108,670,000",-0.49%,-0.79%,17.93%,r_20170806-234005
977672,BTC,1,Bitcoin,"$45,668,729,726 ",$2770.02,"16,486,787","$857,665,000",0.27%,1.37%,2.09%,r_20170804-044506
978693,BTC,1,Bitcoin,"$54,299,048,622 ",$3292.66,"16,490,937","$1,941,840,000",1.60%,13.99%,21.17%,r_20170806-003506
979715,BTC,1,Bitcoin,"$56,451,039,516 ",$3422.04,"16,496,312","$1,737,020,000",0.87%,2.46%,25.73%,r_20170808-191506
980741,BTC,1,Bitcoin,"$55,231,663,696 ",$3348.67,"16,493,612","$1,226,930,000",0.41%,4.63%,20.26%,r_20170807-124006
981763,BTC,1,Bitcoin,"$53,082,078,098 ",$3218.81,"16,491,212","$1,591,730,000",0.18%,3.10%,19.47%,r_20170806-045506
982782,BTC,1,Bitcoin,"$53,783,937,965 ",$3261.55,"16,490,300","$1,747,840,000",2.41%,13.50%,19.89%,r_20170805-170505
983801,BTC,1,Bitcoin,"$52,359,048,000 ",$3175.20,"16,490,000","$1,647,710,000",0.40%,11.20%,16.36%,r_20170805-135005
984821,BTC,1,Bitcoin,"$52,036,247,251 ",$3155.67,"16,489,762","$1,661,060,000",-0.49%,10.27%,15.47%,r_20170805-112505
985843,BTC,1,Bitcoin,"$56,368,967,038 ",$3417.36,"16,494,887","$1,504,400,000",0.89%,6.15%,19.15%,r_20170808-032005
986862,BTC,1,Bitcoin,"$47,829,024,451 ",$2900.70,"16,488,787","$1,000,380,000",0.56%,4.39%,4.27%,r_20170805-014505
987883,BTC,1,Bitcoin,"$55,428,310,760 ",$3360.45,"16,494,312","$1,436,430,000",0.63%,3.06%,18.40%,r_20170807-203006
988909,BTC,1,Bitcoin,"$55,058,790,860 ",$3337.43,"16,497,362","$1,628,720,000",-1.32%,-3.32%,23.12%,r_20170809-102005
989941,BTC,1,Bitcoin,"$55,005,391,204 ",$3334.84,"16,494,162","$1,351,620,000",-0.72%,2.09%,17.93%,r_20170807-181006
990966,BTC,1,Bitcoin,"$54,653,411,590 ",$3312.85,"16,497,400","$1,641,780,000",-2.00%,-3.97%,22.22%,r_20170809-104006
991995,BTC,1,Bitcoin,"$52,924,040,420 ",$3209.20,"16,491,350","$1,485,910,000",0.50%,2.50%,19.45%,r_20170806-070505
993014,BTC,1,Bitcoin,"$53,719,210,204 ",$3257.21,"16,492,400","$1,144,990,000",-0.32%,0.56%,18.91%,r_20170806-211505
994039,BTC,1,Bitcoin,"$55,071,290,732 ",$3338.18,"16,497,400","$1,628,400,000",-1.26%,-3.29%,23.15%,r_20170809-102505
995072,BTC,1,Bitcoin,"$55,750,586,017 ",$3379.63,"16,496,062","$1,678,410,000",-0.34%,0.34%,23.16%,r_20170808-145005
996086,BTC,1,Bitcoin,"$47,106,771,366 ",$2857.09,"16,487,675","$1,014,110,000",0.11%,3.41%,2.57%,r_20170804-140006
997105,BTC,1,Bitcoin,"$47,778,166,546 ",$2897.62,"16,488,762","$1,000,360,000",0.43%,4.25%,4.15%,r_20170805-014005
998122,BTC,1,Bitcoin,"$52,999,613,084 ",$3213.69,"16,491,825","$1,273,450,000",0.27%,1.18%,18.95%,r_20170806-140505
999149,BTC,1,Bitcoin,"$55,567,996,441 ",$3368.38,"16,496,950","$1,711,750,000",-0.83%,-1.84%,24.27%,r_20170809-051505
1000177,BTC,1,Bitcoin,"$54,075,237,700 ",$3279.20,"16,490,375","$1,829,910,000",0.70%,14.40%,20.50%,r_20170805-182005
1001194,BTC,1,Bitcoin,"$53,548,411,096 ",$3246.94,"16,491,962","$1,267,850,000",-0.02%,1.12%,19.59%,r_20170806-162005
1002210,BTC,1,Bitcoin,"$47,121,358,770 ",$2857.99,"16,487,587","$1,000,100,000",-0.60%,3.65%,2.90%,r_20170804-124505
1003230,BTC,1,Bitcoin,"$52,562,144,070 ",$3186.98,"16,492,775","$1,074,280,000",-0.79%,-2.33%,16.35%,r_20170807-015005
1004250,BTC,1,Bitcoin,"$53,222,507,625 ",$3227.00,"16,492,875","$1,037,010,000",0.47%,0.16%,17.61%,r_20170807-034505
1005271,BTC,1,Bitcoin,"$53,971,619,163 ",$3272.79,"16,491,012","$1,947,310,000",0.19%,13.05%,20.61%,r_20170806-011005
1006296,BTC,1,Bitcoin,"$56,920,328,787 ",$3450.59,"16,495,825","$1,676,810,000",0.04%,2.69%,24.81%,r_20170808-124505
1007315,BTC,1,Bitcoin,"$53,606,151,192 ",$3250.34,"16,492,475","$1,123,310,000",-0.33%,0.46%,18.69%,r_20170806-220505
1008335,BTC,1,Bitcoin,"$52,859,380,375 ",$3205.25,"16,491,500","$1,375,870,000",0.67%,0.82%,19.33%,r_20170806-100005
1009354,BTC,1,Bitcoin,"$53,890,814,398 ",$3267.62,"16,492,375","$1,146,660,000",0.04%,0.84%,19.30%,r_20170806-205506
1010380,BTC,1,Bitcoin,"$55,882,584,434 ",$3387.37,"16,497,337","$1,651,690,000",-0.39%,-2.11%,24.84%,r_20170809-090505
1011413,BTC,1,Bitcoin,"$56,032,205,581 ",$3396.46,"16,497,237","$1,705,730,000",0.08%,-1.68%,25.14%,r_20170809-080006
1012445,BTC,1,Bitcoin,"$53,978,566,073 ",$3272.73,"16,493,437","$1,081,420,000",0.16%,2.43%,18.08%,r_20170807-103506
1013464,BTC,1,Bitcoin,"$53,846,046,816 ",$3264.96,"16,492,100","$1,183,100,000",-0.35%,0.08%,19.59%,r_20170806-183506
1014487,BTC,1,Bitcoin,"$52,685,613,836 ",$3194.74,"16,491,362","$1,455,840,000",-0.33%,1.74%,18.98%,r_20170806-074506
1015511,BTC,1,Bitcoin,"$55,602,640,036 ",$3370.48,"16,496,950","$1,713,120,000",-0.65%,-1.77%,24.35%,r_20170809-050505
1016543,BTC,1,Bitcoin,"$54,766,887,774 ",$3320.36,"16,494,262","$1,376,760,000",-0.44%,1.72%,17.24%,r_20170807-190505
1017567,BTC,1,Bitcoin,"$55,830,466,692 ",$3384.48,"16,496,025","$1,673,450,000",-0.96%,0.41%,23.27%,r_20170808-143505
1018587,BTC,1,Bitcoin,"$47,190,852,435 ",$2862.04,"16,488,537","$1,002,430,000",0.46%,3.18%,2.42%,r_20170804-220505
1019604,BTC,1,Bitcoin,"$52,999,334,264 ",$3213.51,"16,492,662","$1,079,560,000",-0.58%,-1.61%,17.34%,r_20170807-003506
1020623,BTC,1,Bitcoin,"$47,426,277,869 ",$2876.39,"16,488,125","$1,046,640,000",0.06%,5.16%,2.77%,r_20170804-190005
1021643,BTC,1,Bitcoin,"$56,760,971,581 ",$3441.12,"16,494,912","$1,538,190,000",1.19%,6.70%,20.27%,r_20170808-040006
1022662,BTC,1,Bitcoin,"$52,987,294,620 ",$3212.78,"16,492,662","$1,078,370,000",-0.95%,-1.48%,17.34%,r_20170807-001005
1023681,BTC,1,Bitcoin,"$53,495,888,294 ",$3243.77,"16,491,887","$1,282,000,000",0.81%,1.78%,19.72%,r_20170806-152005
1024706,BTC,1,Bitcoin,"$55,970,405,138 ",$3393.21,"16,494,825","$1,483,590,000",0.62%,5.65%,18.09%,r_20170808-024006
1025730,BTC,1,Bitcoin,"$52,522,558,518 ",$3185.21,"16,489,512","$1,637,180,000",1.75%,12.14%,16.46%,r_20170805-092505
1026746,BTC,1,Bitcoin,"$53,594,954,328 ",$3250.07,"16,490,400","$1,828,010,000",-0.38%,13.46%,19.42%,r_20170805-183505
1027764,BTC,1,Bitcoin,"$52,961,485,787 ",$3211.22,"16,492,637","$1,104,180,000",-1.04%,-1.41%,17.29%,r_20170806-235505
1028785,BTC,1,Bitcoin,"$52,799,654,019 ",$3201.66,"16,491,337","$1,504,520,000",0.22%,2.19%,19.10%,r_20170806-063006
1029809,BTC,1,Bitcoin,"$56,468,602,376 ",$3423.39,"16,494,937","$1,549,220,000",0.24%,6.05%,19.78%,r_20170808-042005
1030833,BTC,1,Bitcoin,"$55,837,796,293 ",$3384.65,"16,497,362","$1,640,280,000",-0.27%,-2.14%,24.83%,r_20170809-094005
1031861,BTC,1,Bitcoin,"$53,445,816,128 ",$3240.95,"16,490,787","$1,916,920,000",0.80%,13.08%,19.09%,r_20170805-223005
1032882,BTC,1,Bitcoin,"$52,860,770,675 ",$3205.40,"16,491,162","$1,778,000,000",-1.31%,5.39%,18.76%,r_20170806-033505
1033901,BTC,1,Bitcoin,"$53,434,380,600 ",$3239.92,"16,492,500","$1,119,460,000",-0.29%,0.13%,18.32%,r_20170806-223006
1034926,BTC,1,Bitcoin,"$57,144,919,351 ",$3464.31,"16,495,325","$1,679,930,000",0.61%,6.76%,22.48%,r_20170808-081506
