,symbol,ranking by market cap,name,market cap,price,circulating supply,volume,% 1h,% 24h,% 1wk,file_name
654510,BTC,1,Bitcoin,"$52,236,684,563 ",$3167.89,"16,489,425","$1,632,160,000",1.31%,11.99%,15.71%,r_20170805-084505
655525,BTC,1,Bitcoin,"$54,090,955,431 ",$3279.82,"16,492,050","$1,259,090,000",1.11%,1.49%,20.58%,r_20170806-170506
656546,BTC,1,Bitcoin,"$52,842,356,317 ",$3203.97,"16,492,775","$1,074,610,000",-0.07%,-1.64%,16.96%,r_20170807-020005
657569,BTC,1,Bitcoin,"$55,144,073,646 ",$3343.22,"16,494,300","$1,399,710,000",0.19%,2.41%,17.98%,r_20170807-194006
658589,BTC,1,Bitcoin,"$47,721,028,525 ",$2894.17,"16,488,675","$1,000,570,000",0.95%,3.89%,3.89%,r_20170804-235505
659608,BTC,1,Bitcoin,"$52,522,196,786 ",$3185.06,"16,490,175","$1,668,600,000",-0.47%,10.86%,16.96%,r_20170805-155505
660626,BTC,1,Bitcoin,"$48,117,229,468 ",$2918.17,"16,488,837","$1,006,000,000",0.78%,5.49%,4.93%,r_20170805-023005
661650,BTC,1,Bitcoin,"$55,908,128,452 ",$3388.98,"16,497,037","$1,708,620,000",0.51%,-1.31%,25.08%,r_20170809-061505
662682,BTC,1,Bitcoin,"$55,474,928,105 ",$3363.21,"16,494,637","$1,450,060,000",-0.11%,4.88%,17.11%,r_20170808-011506
663705,BTC,1,Bitcoin,"$56,212,505,250 ",$3407.50,"16,496,700","$1,731,340,000",-0.36%,1.01%,25.24%,r_20170809-013006
664732,BTC,1,Bitcoin,"$47,966,084,088 ",$2909.01,"16,488,800","$997,914,000",0.80%,4.92%,4.60%,r_20170805-021505
665752,BTC,1,Bitcoin,"$55,530,218,470 ",$3366.71,"16,493,912","$1,334,460,000",0.09%,3.55%,19.82%,r_20170807-155505
666774,BTC,1,Bitcoin,"$47,386,123,697 ",$2873.97,"16,488,037","$1,042,610,000",0.04%,5.22%,2.63%,r_20170804-180005
667793,BTC,1,Bitcoin,"$56,386,403,675 ",$3418.07,"16,496,562","$1,753,580,000",-0.47%,1.51%,25.55%,r_20170808-235505
668820,BTC,1,Bitcoin,"$55,077,601,617 ",$3339.19,"16,494,300","$1,405,610,000",0.34%,2.29%,17.81%,r_20170807-195005
669843,BTC,1,Bitcoin,"$55,384,276,837 ",$3357.76,"16,494,412","$1,438,930,000",0.42%,3.04%,18.17%,r_20170807-210505
670869,BTC,1,Bitcoin,"$56,102,198,790 ",$3401.20,"16,494,825","$1,477,310,000",0.99%,6.00%,18.33%,r_20170808-022506
671887,BTC,1,Bitcoin,"$52,909,237,883 ",$3208.21,"16,491,825","$1,272,950,000",0.10%,1.05%,18.82%,r_20170806-135005
672908,BTC,1,Bitcoin,"$52,871,810,681 ",$3205.96,"16,491,725","$1,280,130,000",0.52%,1.34%,19.05%,r_20170806-125505
673929,BTC,1,Bitcoin,"$52,272,164,906 ",$3169.96,"16,489,850","$1,646,270,000",0.21%,10.82%,16.04%,r_20170805-123005
674946,BTC,1,Bitcoin,"$47,200,763,808 ",$2862.73,"16,488,025","$1,041,070,000",-0.69%,4.42%,2.25%,r_20170804-171505
675966,BTC,1,Bitcoin,"$56,459,342,710 ",$3422.80,"16,495,075","$1,635,870,000",-0.77%,5.77%,20.13%,r_20170808-061006
676985,BTC,1,Bitcoin,"$47,536,008,852 ",$2882.96,"16,488,612","$996,726,000",0.53%,3.68%,3.45%,r_20170804-233505
678008,BTC,1,Bitcoin,"$56,493,712,908 ",$3424.92,"16,494,900","$1,520,870,000",0.91%,6.33%,19.49%,r_20170808-033006
679024,BTC,1,Bitcoin,"$46,522,850,928 ",$2821.76,"16,487,175","$907,554,000",0.76%,3.00%,2.61%,r_20170804-084505
680041,BTC,1,Bitcoin,"$52,840,085,320 ",$3204.08,"16,491,500","$1,387,410,000",0.85%,0.84%,19.31%,r_20170806-095006
681062,BTC,1,Bitcoin,"$53,780,630,715 ",$3261.30,"16,490,550","$1,866,680,000",-0.12%,14.22%,19.80%,r_20170805-202006
682085,BTC,1,Bitcoin,"$56,099,007,954 ",$3400.62,"16,496,700","$1,733,500,000",-0.41%,0.75%,25.01%,r_20170809-014005
683117,BTC,1,Bitcoin,"$56,030,563,475 ",$3396.61,"16,496,025","$1,673,360,000",-0.71%,0.74%,23.69%,r_20170808-143005
684141,BTC,1,Bitcoin,"$55,463,173,383 ",$3362.51,"16,494,575","$1,449,600,000",-0.58%,4.65%,17.25%,r_20170808-004005
685161,BTC,1,Bitcoin,"$53,683,221,297 ",$3255.44,"16,490,312","$1,764,560,000",2.00%,13.34%,19.68%,r_20170805-172506
686179,BTC,1,Bitcoin,"$53,937,293,669 ",$3270.82,"16,490,450","$1,845,640,000",-0.11%,14.30%,20.17%,r_20170805-192005
687199,BTC,1,Bitcoin,"$52,684,348,477 ",$3194.61,"16,491,637","$1,298,020,000",0.09%,0.86%,18.84%,r_20170806-114005
688221,BTC,1,Bitcoin,"$53,603,039,374 ",$3250.58,"16,490,300","$1,755,640,000",2.01%,13.17%,19.49%,r_20170805-171505
689238,BTC,1,Bitcoin,"$54,257,821,280 ",$3290.16,"16,490,937","$1,937,760,000",1.59%,13.97%,21.04%,r_20170806-002505
690258,BTC,1,Bitcoin,"$52,811,555,025 ",$3202.35,"16,491,500","$1,390,100,000",0.92%,0.84%,19.25%,r_20170806-094505
691279,BTC,1,Bitcoin,"$54,116,298,734 ",$3281.69,"16,490,375","$1,829,700,000",0.87%,14.45%,20.60%,r_20170805-181506
692301,BTC,1,Bitcoin,"$56,181,491,454 ",$3405.62,"16,496,700","$1,729,510,000",-0.46%,0.97%,25.16%,r_20170809-012505
693329,BTC,1,Bitcoin,"$52,808,711,056 ",$3201.93,"16,492,775","$1,077,040,000",-0.28%,-1.86%,16.89%,r_20170807-015505
694351,BTC,1,Bitcoin,"$55,454,576,449 ",$3362.18,"16,493,637","$1,238,010,000",0.49%,5.03%,20.69%,r_20170807-125005
695375,BTC,1,Bitcoin,"$56,761,614,440 ",$3440.82,"16,496,537","$1,770,660,000",0.65%,2.29%,26.38%,r_20170808-231505
696403,BTC,1,Bitcoin,"$56,121,340,005 ",$3401.85,"16,497,300","$1,685,800,000",0.26%,-1.65%,25.37%,r_20170809-082505
697432,BTC,1,Bitcoin,"$53,075,763,678 ",$3218.11,"16,492,837","$1,050,180,000",0.60%,-0.62%,17.37%,r_20170807-030005
698451,BTC,1,Bitcoin,"$53,513,674,389 ",$3245.06,"16,490,812","$1,925,960,000",0.55%,12.93%,19.25%,r_20170805-230005
699477,BTC,1,Bitcoin,"$56,242,748,783 ",$3409.46,"16,496,087","$1,707,120,000",0.64%,1.42%,24.33%,r_20170808-153505
700500,BTC,1,Bitcoin,"$54,863,214,264 ",$3326.20,"16,494,262","$1,385,240,000",-0.30%,1.90%,17.43%,r_20170807-191505
701526,BTC,1,Bitcoin,"$55,829,316,230 ",$3384.40,"16,496,075","$1,687,780,000",-0.18%,0.56%,23.39%,r_20170808-150505
702544,BTC,1,Bitcoin,"$53,654,230,148 ",$3253.27,"16,492,400","$1,145,950,000",-0.51%,0.42%,18.77%,r_20170806-212005
703567,BTC,1,Bitcoin,"$52,275,691,369 ",$3170.21,"16,489,662","$1,673,320,000",-0.65%,10.90%,16.00%,r_20170805-102505
704588,BTC,1,Bitcoin,"$54,933,274,913 ",$3330.45,"16,494,250","$1,372,490,000",-0.28%,2.00%,17.63%,r_20170807-185005
705608,BTC,1,Bitcoin,"$53,582,618,201 ",$3249.29,"16,490,562","$1,867,000,000",-0.03%,13.86%,19.35%,r_20170805-204005
706627,BTC,1,Bitcoin,"$53,010,633,845 ",$3214.20,"16,492,637","$1,104,310,000",-0.96%,-1.30%,17.40%,r_20170806-235006
707647,BTC,1,Bitcoin,"$52,461,623,548 ",$3180.89,"16,492,750","$1,072,700,000",-1.07%,-2.62%,16.13%,r_20170807-014005
708671,BTC,1,Bitcoin,"$56,902,958,914 ",$3449.72,"16,494,950","$1,576,070,000",0.41%,6.74%,20.86%,r_20170808-045505
709696,BTC,1,Bitcoin,"$57,309,836,197 ",$3474.30,"16,495,362","$1,696,280,000",0.85%,6.98%,23.04%,r_20170808-083505
710720,BTC,1,Bitcoin,"$55,938,790,530 ",$3390.80,"16,497,225","$1,693,710,000",0.04%,-1.69%,24.95%,r_20170809-074005
711753,BTC,1,Bitcoin,"$56,090,890,447 ",$3400.11,"16,496,787","$1,762,020,000",0.12%,-0.11%,25.25%,r_20170809-030006
712784,BTC,1,Bitcoin,"$54,544,981,030 ",$3306.27,"16,497,437","$1,668,010,000",-1.43%,-4.09%,22.01%,r_20170809-111505
713813,BTC,1,Bitcoin,"$56,548,539,154 ",$3427.94,"16,496,362","$1,741,590,000",0.98%,2.62%,26.06%,r_20170808-201005
714840,BTC,1,Bitcoin,"$55,046,465,515 ",$3337.31,"16,494,262","$1,391,840,000",-0.11%,2.24%,17.81%,r_20170807-192005
715862,BTC,1,Bitcoin,"$55,932,105,052 ",$3390.59,"16,496,275","$1,705,680,000",0.29%,1.51%,24.46%,r_20170808-182506
716886,BTC,1,Bitcoin,"$52,760,776,055 ",$3199.30,"16,491,350","$1,461,630,000",-0.09%,2.02%,19.12%,r_20170806-073006
717905,BTC,1,Bitcoin,"$53,623,106,007 ",$3251.76,"16,490,487","$1,855,160,000",-0.26%,13.83%,19.47%,r_20170805-200005
718924,BTC,1,Bitcoin,"$53,497,597,199 ",$3244.09,"16,490,787","$1,919,360,000",0.98%,13.09%,19.21%,r_20170805-224005
719945,BTC,1,Bitcoin,"$53,065,909,804 ",$3217.51,"16,492,850","$1,047,460,000",0.46%,-0.52%,17.33%,r_20170807-031005
720969,BTC,1,Bitcoin,"$52,297,035,859 ",$3171.55,"16,489,425","$1,629,960,000",1.73%,11.94%,15.89%,r_20170805-090006
721984,BTC,1,Bitcoin,"$52,633,713,811 ",$3191.53,"16,491,687","$1,287,600,000",-0.17%,0.83%,18.65%,r_20170806-121505
723007,BTC,1,Bitcoin,"$52,024,754,436 ",$3155.04,"16,489,412","$1,617,500,000",0.54%,11.65%,15.21%,r_20170805-083505
724023,BTC,1,Bitcoin,"$54,056,527,413 ",$3277.74,"16,492,012","$1,268,420,000",1.06%,1.44%,20.53%,r_20170806-170006
725044,BTC,1,Bitcoin,"$47,337,743,962 ",$2870.94,"16,488,587","$997,210,000",0.39%,3.57%,2.94%,r_20170804-230505
726066,BTC,1,Bitcoin,"$54,598,476,750 ",$3309.49,"16,497,550","$1,693,280,000",0.34%,-3.92%,22.17%,r_20170809-120505
727094,BTC,1,Bitcoin,"$52,505,148,681 ",$3183.78,"16,491,450","$1,425,550,000",0.07%,0.72%,18.62%,r_20170806-090006
728119,BTC,1,Bitcoin,"$56,022,722,081 ",$3395.88,"16,497,262","$1,706,690,000",0.02%,-1.78%,25.12%,r_20170809-080505
729148,BTC,1,Bitcoin,"$52,898,906,959 ",$3207.71,"16,491,175","$1,747,700,000",-0.94%,5.02%,18.88%,r_20170806-034505
730170,BTC,1,Bitcoin,"$55,655,122,610 ",$3374.16,"16,494,512","$1,460,770,000",1.19%,4.18%,18.28%,r_20170807-225006
731192,BTC,1,Bitcoin,"$52,843,732,242 ",$3204.34,"16,491,300","$1,509,730,000",0.20%,2.19%,19.17%,r_20170806-062005
732215,BTC,1,Bitcoin,"$52,317,355,365 ",$3172.84,"16,489,125","$1,486,240,000",1.92%,14.44%,14.69%,r_20170805-045006
733233,BTC,1,Bitcoin,"$51,509,903,002 ",$3123.85,"16,489,237","$1,520,600,000",0.81%,12.39%,13.15%,r_20170805-052505
734250,BTC,1,Bitcoin,"$52,241,347,417 ",$3168.06,"16,490,012","$1,643,720,000",0.32%,10.75%,16.13%,r_20170805-142005
735268,BTC,1,Bitcoin,"$53,529,351,083 ",$3246.05,"16,490,612","$1,873,300,000",-0.25%,13.75%,19.22%,r_20170805-210005
736287,BTC,1,Bitcoin,"$53,052,881,679 ",$3216.92,"16,491,825","$1,274,130,000",0.41%,1.27%,19.02%,r_20170806-141505
737312,BTC,1,Bitcoin,"$56,936,773,562 ",$3451.77,"16,494,950","$1,579,640,000",0.47%,6.79%,20.95%,r_20170808-050005
738334,BTC,1,Bitcoin,"$56,661,150,530 ",$3434.73,"16,496,537","$1,767,190,000",0.71%,2.18%,26.15%,r_20170808-230006
739358,BTC,1,Bitcoin,"$52,823,778,122 ",$3203.05,"16,491,712","$1,281,780,000",0.14%,1.22%,19.04%,r_20170806-123005
740383,BTC,1,Bitcoin,"$57,386,350,914 ",$3478.92,"16,495,450","$1,707,350,000",0.74%,6.96%,23.48%,r_20170808-090505
741404,BTC,1,Bitcoin,"$52,095,510,606 ",$3159.24,"16,489,887","$1,634,190,000",0.01%,10.63%,15.74%,r_20170805-131506
742420,BTC,1,Bitcoin,"$53,715,436,407 ",$3257.28,"16,490,887","$1,943,430,000",0.36%,13.02%,19.73%,r_20170805-235505
743447,BTC,1,Bitcoin,"$55,776,972,926 ",$3381.04,"16,496,987","$1,706,860,000",-0.19%,-1.50%,24.77%,r_20170809-054506
744475,BTC,1,Bitcoin,"$53,336,259,319 ",$3234.25,"16,491,075","$1,934,580,000",-1.62%,8.89%,19.62%,r_20170806-024006
745498,BTC,1,Bitcoin,"$53,532,764,349 ",$3245.76,"16,493,137","$1,029,330,000",0.43%,1.47%,18.07%,r_20170807-063005
746521,BTC,1,Bitcoin,"$55,360,872,509 ",$3356.43,"16,493,975","$1,345,260,000",-0.23%,3.01%,19.16%,r_20170807-163505
747545,BTC,1,Bitcoin,"$52,420,311,652 ",$3178.99,"16,489,612","$1,677,550,000",0.25%,11.45%,16.32%,r_20170805-100505
748567,BTC,1,Bitcoin,"$55,921,335,117 ",$3389.76,"16,497,137","$1,699,590,000",0.34%,-1.34%,25.03%,r_20170809-065506
749599,BTC,1,Bitcoin,"$55,860,187,746 ",$3386.02,"16,497,300","$1,653,600,000",-0.24%,-2.15%,24.78%,r_20170809-085505
750628,BTC,1,Bitcoin,"$52,873,040,469 ",$3206.11,"16,491,337","$1,500,360,000",0.41%,2.41%,19.30%,r_20170806-064506
751652,BTC,1,Bitcoin,"$55,978,638,360 ",$3393.20,"16,497,300","$1,662,990,000",0.05%,-1.93%,25.04%,r_20170809-084505
752683,BTC,1,Bitcoin,"$55,764,289,931 ",$3380.43,"16,496,212","$1,713,380,000",-0.32%,0.88%,23.61%,r_20170808-171005
753710,BTC,1,Bitcoin,"$55,947,123,249 ",$3391.39,"16,496,812","$1,742,680,000",-0.30%,-1.02%,25.04%,r_20170809-040006
754732,BTC,1,Bitcoin,"$47,318,766,250 ",$2870.00,"16,487,375","$961,663,000",0.56%,4.21%,3.80%,r_20170804-110005
755755,BTC,1,Bitcoin,"$51,738,451,834 ",$3137.72,"16,489,187","$1,504,270,000",1.03%,13.00%,13.57%,r_20170805-051005
756763,BTC,1,Bitcoin,"$46,059,192,634 ",$2793.68,"16,486,925","$868,858,000",0.99%,2.22%,2.61%,r_20170804-054505
757786,BTC,1,Bitcoin,"$51,943,443,445 ",$3150.03,"16,489,825","$1,637,760,000",-0.86%,10.09%,15.30%,r_20170805-121505
758804,BTC,1,Bitcoin,"$47,291,964,454 ",$2868.17,"16,488,550","$1,001,760,000",0.63%,3.61%,2.68%,r_20170804-222505
759824,BTC,1,Bitcoin,"$52,324,995,458 ",$3173.20,"16,489,662","$1,676,370,000",-0.85%,10.93%,16.10%,r_20170805-103506
760840,BTC,1,Bitcoin,"$47,646,571,955 ",$2889.65,"16,488,700","$987,814,000",0.00%,3.87%,3.80%,r_20170805-005005
761863,BTC,1,Bitcoin,"$55,960,607,572 ",$3392.12,"16,497,237","$1,695,660,000",0.01%,-1.76%,24.98%,r_20170809-075006
762892,BTC,1,Bitcoin,"$53,255,946,184 ",$3229.03,"16,492,862","$1,035,420,000",0.78%,0.00%,17.72%,r_20170807-032505
763908,BTC,1,Bitcoin,"$47,062,724,506 ",$2854.49,"16,487,262","$934,515,000",1.06%,3.95%,3.56%,r_20170804-094505
764932,BTC,1,Bitcoin,"$56,605,424,561 ",$3431.69,"16,494,912","$1,531,570,000",1.05%,6.46%,19.87%,r_20170808-035005
765952,BTC,1,Bitcoin,"$47,263,566,884 ",$2866.45,"16,488,537","$1,001,620,000",0.55%,3.48%,2.61%,r_20170804-222005
766972,BTC,1,Bitcoin,"$51,314,023,436 ",$3111.94,"16,489,400","$1,598,230,000",-1.07%,10.51%,13.53%,r_20170805-080505
767991,BTC,1,Bitcoin,"$55,730,307,734 ",$3378.37,"16,496,212","$1,709,050,000",0.16%,0.93%,23.68%,r_20170808-173005
769016,BTC,1,Bitcoin,"$53,354,683,707 ",$3234.97,"16,493,100","$1,026,460,000",0.30%,0.96%,17.74%,r_20170807-060005
770040,BTC,1,Bitcoin,"$55,557,094,077 ",$3367.88,"16,496,162","$1,698,610,000",-0.99%,0.30%,22.93%,r_20170808-162505
771059,BTC,1,Bitcoin,"$46,889,319,476 ",$2843.80,"16,488,262","$1,029,810,000",-0.82%,3.34%,1.65%,r_20170804-194505
772080,BTC,1,Bitcoin,"$55,573,437,860 ",$3369.20,"16,494,550","$1,481,460,000",0.05%,4.47%,17.75%,r_20170807-235506
773104,BTC,1,Bitcoin,"$55,074,294,723 ",$3339.03,"16,494,100","$1,334,990,000",-0.46%,2.31%,18.24%,r_20170807-173006
774127,BTC,1,Bitcoin,"$55,544,120,572 ",$3367.54,"16,493,975","$1,340,030,000",0.03%,3.48%,19.74%,r_20170807-161005
775151,BTC,1,Bitcoin,"$51,643,654,839 ",$3131.94,"16,489,350","$1,600,030,000",0.03%,11.61%,14.13%,r_20170805-073505
776168,BTC,1,Bitcoin,"$53,007,195,258 ",$3213.95,"16,492,850","$1,048,930,000",0.43%,-0.69%,17.21%,r_20170807-030506
777188,BTC,1,Bitcoin,"$52,838,402,792 ",$3203.74,"16,492,725","$1,073,040,000",-0.32%,-2.04%,16.98%,r_20170807-010506
778214,BTC,1,Bitcoin,"$55,992,758,252 ",$3394.11,"16,497,037","$1,708,800,000",0.65%,-1.17%,25.26%,r_20170809-062005
779242,BTC,1,Bitcoin,"$47,373,582,776 ",$2873.12,"16,488,550","$1,000,200,000",0.78%,3.75%,2.88%,r_20170804-223006
780262,BTC,1,Bitcoin,"$56,589,765,120 ",$3430.40,"16,496,550","$1,761,450,000",0.12%,1.93%,26.00%,r_20170808-234005
781286,BTC,1,Bitcoin,"$53,159,586,794 ",$3223.51,"16,491,212","$1,651,180,000",0.67%,3.76%,19.60%,r_20170806-043505
782301,BTC,1,Bitcoin,"$47,082,876,409 ",$2855.63,"16,487,737","$1,012,420,000",0.35%,3.33%,2.50%,r_20170804-141505
783325,BTC,1,Bitcoin,"$54,992,324,328 ",$3334.03,"16,494,250","$1,369,590,000",-0.20%,2.10%,17.78%,r_20170807-184505
784344,BTC,1,Bitcoin,"$53,314,753,142 ",$3232.99,"16,490,850","$1,923,570,000",-0.18%,12.33%,18.80%,r_20170805-232505
785368,BTC,1,Bitcoin,"$52,280,169,060 ",$3170.52,"16,489,462","$1,626,440,000",1.66%,11.86%,15.87%,r_20170805-091005
786383,BTC,1,Bitcoin,"$53,633,901,563 ",$3252.39,"16,490,612","$1,874,640,000",0.14%,13.98%,19.46%,r_20170805-205505
787406,BTC,1,Bitcoin,"$55,734,316,571 ",$3379.12,"16,493,737","$1,314,910,000",0.33%,5.08%,21.05%,r_20170807-135006
788426,BTC,1,Bitcoin,"$53,225,175,744 ",$3227.36,"16,491,862","$1,276,100,000",0.74%,1.52%,19.30%,r_20170806-144006
789450,BTC,1,Bitcoin,"$55,848,585,574 ",$3385.54,"16,496,212","$1,708,330,000",0.30%,1.11%,23.91%,r_20170808-172505
790473,BTC,1,Bitcoin,"$52,232,589,266 ",$3167.56,"16,489,850","$1,645,810,000",-0.01%,10.72%,15.95%,r_20170805-122505
791494,BTC,1,Bitcoin,"$53,875,235,496 ",$3266.47,"16,493,412","$1,069,580,000",0.39%,2.31%,17.98%,r_20170807-100506
792514,BTC,1,Bitcoin,"$46,962,812,183 ",$2848.24,"16,488,362","$1,007,020,000",-0.12%,2.85%,1.90%,r_20170804-205505
793534,BTC,1,Bitcoin,"$56,416,380,350 ",$3419.90,"16,496,500","$1,761,830,000",-0.13%,1.93%,25.65%,r_20170808-222006
794563,BTC,1,Bitcoin,"$55,819,350,621 ",$3383.56,"16,497,225","$1,694,210,000",-0.18%,-1.85%,24.69%,r_20170809-073505
795596,BTC,1,Bitcoin,"$55,224,352,437 ",$3348.11,"16,494,187","$1,361,610,000",-0.07%,2.51%,18.32%,r_20170807-183005
796618,BTC,1,Bitcoin,"$56,227,967,838 ",$3408.44,"16,496,687","$1,719,270,000",-0.50%,1.13%,25.21%,r_20170809-005006
797646,BTC,1,Bitcoin,"$53,339,789,908 ",$3234.55,"16,490,637","$1,871,890,000",-0.75%,13.31%,18.80%,r_20170805-211506
798665,BTC,1,Bitcoin,"$53,496,179,206 ",$3243.79,"16,491,875","$1,284,040,000",1.05%,1.94%,19.81%,r_20170806-150005
799691,BTC,1,Bitcoin,"$56,438,520,561 ",$3421.53,"16,495,112","$1,643,620,000",-0.18%,5.70%,20.19%,r_20170808-063505
800713,BTC,1,Bitcoin,"$51,450,376,857 ",$3120.24,"16,489,237","$1,534,020,000",0.05%,12.17%,13.07%,r_20170805-053505
801731,BTC,1,Bitcoin,"$52,248,147,163 ",$3168.53,"16,489,712","$1,666,940,000",-0.08%,10.72%,15.93%,r_20170805-112006
802749,BTC,1,Bitcoin,"$53,846,098,199 ",$3265.27,"16,490,550","$1,869,370,000",0.01%,14.34%,19.95%,r_20170805-201505
803773,BTC,1,Bitcoin,"$55,907,003,752 ",$3389.13,"16,495,975","$1,674,510,000",-1.33%,0.52%,23.31%,r_20170808-141006
804792,BTC,1,Bitcoin,"$54,035,811,797 ",$3276.68,"16,491,025","$1,952,950,000",-0.21%,12.95%,20.84%,r_20170806-012505
805817,BTC,1,Bitcoin,"$54,465,381,138 ",$3301.42,"16,497,562","$1,688,890,000",0.07%,-3.94%,21.88%,r_20170809-123505
806848,BTC,1,Bitcoin,"$55,516,733,654 ",$3365.77,"16,494,512","$1,464,700,000",0.93%,3.95%,17.96%,r_20170807-225505
807869,BTC,1,Bitcoin,"$47,530,749,215 ",$2882.63,"16,488,675","$998,487,000",0.51%,3.57%,3.45%,r_20170804-234506
808892,BTC,1,Bitcoin,"$57,390,144,868 ",$3479.15,"16,495,450","$1,712,590,000",0.36%,6.89%,23.63%,r_20170808-092005
809914,BTC,1,Bitcoin,"$53,962,979,102 ",$3271.78,"16,493,462","$1,084,930,000",0.19%,2.38%,17.97%,r_20170807-105005
810940,BTC,1,Bitcoin,"$54,849,649,065 ",$3325.38,"16,494,250","$1,375,250,000",-0.32%,1.85%,17.44%,r_20170807-185506
811965,BTC,1,Bitcoin,"$56,547,868,418 ",$3428.05,"16,495,637","$1,730,030,000",-0.58%,4.09%,22.79%,r_20170808-105505
812985,BTC,1,Bitcoin,"$52,057,347,095 ",$3156.94,"16,489,812","$1,641,100,000",-0.93%,10.31%,15.53%,r_20170805-120506
814001,BTC,1,Bitcoin,"$53,631,616,524 ",$3252.00,"16,491,887","$1,284,180,000",1.17%,2.11%,20.04%,r_20170806-151505
815022,BTC,1,Bitcoin,"$53,254,526,438 ",$3229.36,"16,490,737","$1,891,720,000",-0.62%,12.94%,18.64%,r_20170805-215505
816045,BTC,1,Bitcoin,"$55,424,539,253 ",$3360.29,"16,493,975","$1,340,590,000",-0.22%,3.20%,19.44%,r_20170807-161506
817059,BTC,1,Bitcoin,"$45,567,692,394 ",$2763.90,"16,486,737","$858,536,000",0.08%,1.24%,2.18%,r_20170804-035004
818080,BTC,1,Bitcoin,"$52,768,182,380 ",$3199.72,"16,491,500","$1,398,050,000",1.11%,0.82%,19.17%,r_20170806-094005
819101,BTC,1,Bitcoin,"$53,009,275,684 ",$3214.41,"16,491,137","$1,895,440,000",-1.64%,6.97%,19.01%,r_20170806-031005
820120,BTC,1,Bitcoin,"$52,738,291,951 ",$3197.67,"16,492,725","$1,076,260,000",-0.53%,-2.21%,16.76%,r_20170807-012006
821142,BTC,1,Bitcoin,"$52,626,341,370 ",$3191.47,"16,489,687","$1,677,990,000",-0.28%,11.54%,16.77%,r_20170805-105006
822164,BTC,1,Bitcoin,"$54,706,370,727 ",$3316.03,"16,497,550","$1,697,090,000",0.32%,-3.66%,22.42%,r_20170809-121505
823193,BTC,1,Bitcoin,"$53,593,674,096 ",$3249.99,"16,490,412","$1,831,410,000",-0.78%,13.49%,19.41%,r_20170805-184506
824214,BTC,1,Bitcoin,"$55,120,610,443 ",$3341.79,"16,494,337","$1,443,200,000",0.08%,2.52%,17.65%,r_20170807-205506
825239,BTC,1,Bitcoin,"$55,652,776,646 ",$3374.01,"16,494,550","$1,482,840,000",0.19%,4.66%,17.89%,r_20170808-000005
826261,BTC,1,Bitcoin,"$52,263,634,643 ",$3169.45,"16,489,812","$1,649,110,000",-0.42%,10.76%,15.98%,r_20170805-114505
827283,BTC,1,Bitcoin,"$55,983,587,550 ",$3393.50,"16,497,300","$1,667,770,000",0.09%,-1.92%,25.05%,r_20170809-084005
828315,BTC,1,Bitcoin,"$52,051,395,428 ",$3156.67,"16,489,337","$1,599,940,000",1.09%,12.62%,14.94%,r_20170805-071505
829329,BTC,1,Bitcoin,"$53,812,316,030 ",$3262.89,"16,492,225","$1,150,720,000",0.14%,0.31%,19.21%,r_20170806-200005
830350,BTC,1,Bitcoin,"$53,006,426,108 ",$3213.94,"16,492,662","$1,105,030,000",-0.92%,-1.44%,17.38%,r_20170807-000505
831375,BTC,1,Bitcoin,"$54,700,266,633 ",$3315.66,"16,497,550","$1,694,300,000",0.40%,-3.70%,22.40%,r_20170809-121006
832406,BTC,1,Bitcoin,"$55,815,300,820 ",$3384.03,"16,493,737","$1,321,240,000",0.11%,5.19%,21.20%,r_20170807-135505
833431,BTC,1,Bitcoin,"$55,313,493,943 ",$3353.55,"16,494,012","$1,336,070,000",-0.34%,2.85%,18.90%,r_20170807-170006
834456,BTC,1,Bitcoin,"$56,059,970,049 ",$3398.13,"16,497,300","$1,673,670,000",0.24%,-1.77%,25.22%,r_20170809-083506
835485,BTC,1,Bitcoin,"$53,637,531,772 ",$3252.62,"16,490,562","$1,863,440,000",-0.02%,13.96%,19.48%,r_20170805-203506
836504,BTC,1,Bitcoin,"$52,858,800,845 ",$3205.21,"16,491,525","$1,351,490,000",0.58%,0.79%,19.29%,r_20170806-102006
837527,BTC,1,Bitcoin,"$55,262,015,613 ",$3350.34,"16,494,450","$1,439,620,000",-0.02%,2.95%,17.72%,r_20170807-214505
838548,BTC,1,Bitcoin,"$53,084,348,240 ",$3218.95,"16,491,200","$1,686,890,000",0.25%,4.40%,19.37%,r_20170806-041005
839572,BTC,1,Bitcoin,"$52,358,823,794 ",$3175.29,"16,489,462","$1,628,450,000",1.67%,11.95%,16.07%,r_20170805-091505
840590,BTC,1,Bitcoin,"$52,288,388,409 ",$3170.98,"16,489,662","$1,676,180,000",-0.91%,10.86%,16.02%,r_20170805-103005
841611,BTC,1,Bitcoin,"$56,819,478,813 ",$3444.62,"16,495,137","$1,660,000,000",0.77%,6.35%,21.20%,r_20170808-070005
842636,BTC,1,Bitcoin,"$55,602,929,714 ",$3370.49,"16,496,987","$1,706,880,000",-0.38%,-1.82%,24.37%,r_20170809-055005
843665,BTC,1,Bitcoin,"$52,105,504,251 ",$3159.87,"16,489,762","$1,653,230,000",-0.57%,10.40%,15.63%,r_20170805-114005
844687,BTC,1,Bitcoin,"$55,811,456,486 ",$3383.32,"16,496,062","$1,675,640,000",-0.47%,0.42%,23.27%,r_20170808-144505
